Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	7.53567e+06
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	2.50774e+06
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	1.1054e+07
Q5TG30	RHG40_HUMAN	ARHGAP40	Rho GTPase-activating protein 40	9.57291e+06
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	3.60386e+06
Q5THK1	PR14L_HUMAN	PRR14L	Protein PRR14L	4.25776e+06
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	5.42352e+07
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	1.53845e+07
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	3.18082e+06
Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	2.82837e+06
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	3.75176e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	4.02643e+06
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	572496
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	5.87164e+06
Q5VT79	AXA81_HUMAN	ANXA8L1	Annexin A8-like protein 1	2.57871e+07
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	5.3226e+06
Q5VTQ0	TT39B_HUMAN	TTC39B	Tetratricopeptide repeat protein 39B	1.18248e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	5.55215e+06
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	3.30458e+06
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	9.63447e+06
Q5VV42	CDKAL_HUMAN	CDKAL1	Threonylcarbamoyladenosine tRNA methylthiotransferase	2.05814e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	5.92008e+06
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	9.75258e+06
Q5VWJ9	SNX30_HUMAN	SNX30	Sorting nexin-30	1.10761e+06
Q5VWQ0	RSBN1_HUMAN	RSBN1	Lysine-specific demethylase 9	2.34751e+06
Q5VWQ8	DAB2P_HUMAN	DAB2IP	Disabled homolog 2-interacting protein	1.22396e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	4.29489e+06
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	2.99241e+07
Q5VYS8	TUT7_HUMAN	TUT7	Terminal uridylyltransferase 7	1.72034e+06
Q5VYY1	ANR22_HUMAN	ANKRD22	Ankyrin repeat domain-containing protein 22	2.78748e+06
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	3.52052e+06
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	5.27096e+07
Q5VZL5	ZMYM4_HUMAN	ZMYM4	Zinc finger MYM-type protein 4	2.91754e+06
Q5XKP0	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13	4.81471e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	1.51705e+06
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	1.03988e+07
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	5.625e+06
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	5.37609e+07
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	4.25755e+06
Q643R3	LPCT4_HUMAN	LPCAT4	Lysophospholipid acyltransferase LPCAT4	6.01014e+06
Q658P3	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	4.38375e+06
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	5.60728e+06
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	851436
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	4.35973e+06
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	1.01364e+08
Q66LE6	2ABD_HUMAN	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.16876e+06
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	7.52865e+06
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	709342
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	1.85841e+06
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	4.67158e+06
Q68CQ7	GL8D1_HUMAN	GLT8D1	Glycosyltransferase 8 domain-containing protein 1	1.796e+06
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	3.49543e+07
Q68CZ6	HAUS3_HUMAN	HAUS3	HAUS augmin-like complex subunit 3	2.66102e+06
Q68D10	SPT2_HUMAN	SPTY2D1	Protein SPT2 homolog	1.88191e+07
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	1.52336e+06
Q68DU8	KCD16_HUMAN	KCTD16	BTB/POZ domain-containing protein KCTD16	5.02001e+06
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	3.949e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.29697e+07
Q69YL0	NCAS2_HUMAN	NCBP2AS2	Protein NCBP2AS2	3.38669e+07
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	5.2345e+06
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	1.27194e+07
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	1.37814e+06
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	5.2155e+06
Q6BDS2	BLT3A_HUMAN	BLTP3A	Bridge-like lipid transfer protein family member 3A	6.1392e+08
Q6DD87	ZN787_HUMAN	ZNF787	Zinc finger protein 787	2.87419e+06
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	1.54329e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	6.75062e+06
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	1.35862e+07
Q6DN03	H2B2C_HUMAN	H2BC20P	Putative histone H2B type 2-C	1.28208e+06
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	3.15732e+06
Q6DT37	MRCKG_HUMAN	CDC42BPG	Serine/threonine-protein kinase MRCK gamma	1.76421e+06
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	3.86313e+06
Q6EMK4	VASN_HUMAN	VASN	Vasorin	4.12398e+06
Q6F5E8	CARL2_HUMAN	CARMIL2	Capping protein, Arp2/3 and myosin-I linker protein 2	2.02603e+06
Q6FHJ7	SFRP4_HUMAN	SFRP4	Secreted frizzled-related protein 4	4.34756e+07
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	1.1061e+10
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	1.60691e+07
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	4.22727e+06
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	1.03349e+07
Q6GQQ9	OTU7B_HUMAN	OTUD7B	OTU domain-containing protein 7B	974824
Q6GTX8	LAIR1_HUMAN	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	1.9218e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	1.71228e+06
Q6H9L7	ISM2_HUMAN	ISM2	Isthmin-2	1.09279e+08
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7 homolog	3.6185e+06
Q6IA17	SIGIR_HUMAN	SIGIRR	Single Ig IL-1-related receptor	4.84607e+06
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	4.44714e+06
Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	3.26283e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	1.1496e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	5.782e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	6.13752e+07
Q6IC98	GRAM4_HUMAN	GRAMD4	GRAM domain-containing protein 4	5.32363e+06
Q6ICB0	DESI1_HUMAN	DESI1	Desumoylating isopeptidase 1	1.80086e+06
Q6ICG6	K0930_HUMAN	KIAA0930	Uncharacterized protein KIAA0930	1.83793e+06
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	6.08867e+06
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	4.74928e+06
Q6IPR1	ETFR1_HUMAN	ETFRF1	Electron transfer flavoprotein regulatory factor 1	422058
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	4.92419e+06
Q6IQ26	DEN5A_HUMAN	DENND5A	DENN domain-containing protein 5A	3.58066e+06
Q6IQ49	SDE2_HUMAN	SDE2	Splicing regulator SDE2	2.89255e+06
Q6ISB3	GRHL2_HUMAN	GRHL2	Grainyhead-like protein 2 homolog	1.91461e+06
Q6JBY9	CPZIP_HUMAN	RCSD1	CapZ-interacting protein	4.36014e+06
Q6JQN1	ACD10_HUMAN	ACAD10	Acyl-CoA dehydrogenase family member 10	854084
Q6K0P9	IFIX_HUMAN	PYHIN1	Pyrin and HIN domain-containing protein 1	762685
Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	3.05182e+07
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	3.74174e+06
Q6KCM7	SCMC2_HUMAN	SLC25A25	Mitochondrial adenyl nucleotide antiporter SLC25A25	4.66637e+06
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	6.35502e+06
Q6N022	TEN4_HUMAN	TENM4	Teneurin-4	1.77044e+06
Q6N069	NAA16_HUMAN	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	4.42877e+07
Q6NSJ0	MYORG_HUMAN	MYORG	Myogenesis-regulating glycosidase	5.88101e+06
Q6NSJ5	LRC8E_HUMAN	LRRC8E	Volume-regulated anion channel subunit LRRC8E	158258
Q6NUI6	CHADL_HUMAN	CHADL	Chondroadherin-like protein	2.18084e+07
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	1.63505e+07
Q6NUK4	REEP3_HUMAN	REEP3	Receptor expression-enhancing protein 3	804418
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	3.72496e+06
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.05167e+07
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	2.56572e+06
Q6NW34	NEPRO_HUMAN	NEPRO	Nucleolus and neural progenitor protein	2.07111e+06
Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	999606
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	1.24507e+07
Q6NY19	KANK3_HUMAN	KANK3	KN motif and ankyrin repeat domain-containing protein 3	4.77619e+07
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	3.03339e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	1.14222e+07
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	7.08992e+06
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	1.62165e+08
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	6.68144e+06
Q6NZY7	BORG3_HUMAN	CDC42EP5	Cdc42 effector protein 5	2.4519e+06
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	8.94029e+06
Q6P161	RM54_HUMAN	MRPL54	Large ribosomal subunit protein mL54	5.49124e+06
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	1.71192e+07
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	2.01696e+07
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1	3.90159e+06
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	188807
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	4.65032e+06
Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	4.6807e+06
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	1.08095e+07
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	2.10511e+06
Q6P1Q9	MET2B_HUMAN	METTL2B	tRNA N(3)-methylcytidine methyltransferase METTL2B	1.18821e+06
Q6P1X5	TAF2_HUMAN	TAF2	Transcription initiation factor TFIID subunit 2	1.28422e+06
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	1.61202e+07
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	1.97405e+07
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	7.0096e+07
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	4.19172e+06
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	7.38933e+06
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	3.99538e+06
Q6P4E1	GOLM2_HUMAN	GOLM2	Protein GOLM2	5.89481e+06
Q6P4F2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial	2.86826e+06
Q6P4I2	WDR73_HUMAN	WDR73	WD repeat-containing protein 73	2.21122e+06
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	419726
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	3.47102e+06
Q6P589	TP8L2_HUMAN	TNFAIP8L2	Tumor necrosis factor alpha-induced protein 8-like protein 2	3.63233e+06
Q6P597	KLC3_HUMAN	KLC3	Kinesin light chain 3	5.43246e+06
Q6P6C2	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5	3.54174e+06
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	2.51359e+07
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	1.44685e+07
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	2.17146e+06
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	9.77992e+06
Q6PCB5	RSBNL_HUMAN	RSBN1L	Lysine-specific demethylase RSBN1L	1.30644e+06
Q6PCB6	AB17C_HUMAN	ABHD17C	Alpha/beta hydrolase domain-containing protein 17C	574489
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	1.43885e+06
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	4.73853e+07
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	6.66987e+06
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	3.94222e+06
Q6PHR2	ULK3_HUMAN	ULK3	Serine/threonine-protein kinase ULK3	698133
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	8.20209e+06
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	2.90211e+06
Q6PI98	IN80C_HUMAN	INO80C	INO80 complex subunit C	769931
Q6PID6	TTC33_HUMAN	TTC33	Tetratricopeptide repeat protein 33	116907
Q6PIF6	MYO7B_HUMAN	MYO7B	Unconventional myosin-VIIb	4.98955e+06
Q6PII3	CC174_HUMAN	CCDC174	Coiled-coil domain-containing protein 174	198354
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	4.79398e+06
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	3.48953e+06
Q6PJG2	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein	1.21612e+07
Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	1.48138e+06
Q6PJG9	LRFN4_HUMAN	LRFN4	Leucine-rich repeat and fibronectin type-III domain-containing protein 4	1.21225e+07
Q6PJI9	WDR59_HUMAN	WDR59	GATOR complex protein WDR59	2.35467e+06
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	7.83991e+06
Q6PJW8	CNST_HUMAN	CNST	Consortin	95642.6
Q6PK04	CC137_HUMAN	CCDC137	Coiled-coil domain-containing protein 137	1.73449e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	9.79964e+06
Q6PL18	ATAD2_HUMAN	ATAD2	ATPase family AAA domain-containing protein 2	1.94042e+06
Q6PL24	TMED8_HUMAN	TMED8	Protein TMED8	1.74429e+06
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	1.21654e+06
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	9.8824e+06
Q6QNY1	BL1S2_HUMAN	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	9.34265e+06
Q6R327	RICTR_HUMAN	RICTOR	Rapamycin-insensitive companion of mTOR	5.39406e+06
Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74	1.43688e+06
Q6RW13	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein	2.7109e+06
Q6SPF0	SAMD1_HUMAN	SAMD1	Sterile alpha motif domain-containing protein 1	3.35991e+06
Q6SZW1	SARM1_HUMAN	SARM1	NAD(+) hydrolase SARM1	1.08254e+06
Q6T4R5	NHS_HUMAN	NHS	Actin remodeling regulator NHS	698540
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	5.12284e+06
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	5.27469e+06
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	9.11626e+06
Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3	2.38038e+06
Q6UVJ0	SAS6_HUMAN	SASS6	Spindle assembly abnormal protein 6 homolog	1.4018e+06
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	1.56542e+07
Q6UVY6	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	1.91126e+06
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	2.58768e+06
Q6UW56	ARAID_HUMAN	ATRAID	All-trans retinoic acid-induced differentiation factor	847625
Q6UW63	PLGT2_HUMAN	POGLUT2	Protein O-glucosyltransferase 2	3.94914e+06
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	1.77891e+07
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	1.43389e+06
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	8.4368e+06
Q6UWP8	SBSN_HUMAN	SBSN	Suprabasin	566088
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	1.12438e+07
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	5.3923e+06
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	9.31731e+06
Q6UX72	B3GN9_HUMAN	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	925208
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	1.12521e+07
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	450058
Q6V1X1	DPP8_HUMAN	DPP8	Dipeptidyl peptidase 8	3.01396e+06
Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	2.60396e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	2.12174e+07
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	6.73576e+06
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	3.54173e+06
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	9.22057e+06
Q6XZF7	DNMBP_HUMAN	DNMBP	Dynamin-binding protein	3.05801e+06
Q6Y288	B3GLT_HUMAN	B3GLCT	Beta-1,3-glucosyltransferase	1.76133e+06
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	6.84938e+07
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	1.3578e+07
Q6YHU6	THADA_HUMAN	THADA	tRNA (32-2'-O)-methyltransferase regulator THADA	1.32297e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	1.66086e+07
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	1.12124e+07
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	7.12081e+06
Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3	4.6569e+07
Q6ZN30	BNC2_HUMAN	BNC2	Zinc finger protein basonuclin-2	5.84851e+06
Q6ZN66	GBP6_HUMAN	GBP6	Guanylate-binding protein 6	2.58882e+07
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	Neurobeachin-like protein 2	4.55681e+06
Q6ZNW5	GDPP1_HUMAN	GDPGP1	GDP-D-glucose phosphorylase 1	2.02686e+06
Q6ZPD9	D19L3_HUMAN	DPY19L3	Probable C-mannosyltransferase DPY19L3	3.94304e+06
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	4.99163e+06
Q6ZRQ5	MMS22_HUMAN	MMS22L	Protein MMS22-like	8.54112e+06
Q6ZRS2	SRCAP_HUMAN	SRCAP	Helicase SRCAP	3.0147e+06
Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H	1.01931e+07
Q6ZS17	RIPR1_HUMAN	RIPOR1	Rho family-interacting cell polarization regulator 1	1.18489e+06
Q6ZS81	WDFY4_HUMAN	WDFY4	WD repeat- and FYVE domain-containing protein 4	4.47767e+06
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	1.18432e+06
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	3.66224e+06
Q6ZSS7	MFSD6_HUMAN	MFSD6	Major facilitator superfamily domain-containing protein 6	487158
Q6ZSZ5	ARHGI_HUMAN	ARHGEF18	Rho guanine nucleotide exchange factor 18	7.83231e+07
Q6ZT12	UBR3_HUMAN	UBR3	E3 ubiquitin-protein ligase UBR3	2.00128e+06
Q6ZT21	TMPPE_HUMAN	TMPPE	Transmembrane protein with metallophosphoesterase domain	1.78889e+06
Q6ZTI6	RFLA_HUMAN	RFLNA	Refilin-A	847708
Q6ZTQ3	RASF6_HUMAN	RASSF6	Ras association domain-containing protein 6	817657
Q6ZUM4	RHG27_HUMAN	ARHGAP27	Rho GTPase-activating protein 27	1.66738e+06
Q6ZVK8	NUD18_HUMAN	NUDT18	8-oxo-dGDP phosphatase NUDT18	2.41964e+06
Q6ZVM7	TM1L2_HUMAN	TOM1L2	TOM1-like protein 2	1.49524e+07
Q6ZVX7	FBX50_HUMAN	NCCRP1	F-box only protein 50	7.66066e+06
Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	2.88593e+07
Q6ZWT7	MBOA2_HUMAN	MBOAT2	Lysophospholipid acyltransferase 2	808219
Q6ZXV5	TMTC3_HUMAN	TMTC3	Protein O-mannosyl-transferase TMTC3	4.65553e+06
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	7.9794e+06
Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	3.40065e+06
Q70IA6	MOB2_HUMAN	MOB2	MOB kinase activator 2	2.77835e+06
Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D	3.80195e+06
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	7.82974e+06
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	5.08918e+06
Q719H9	KCTD1_HUMAN	KCTD1	BTB/POZ domain-containing protein KCTD1	1.06782e+06
Q71DI3	H32_HUMAN	H3C15	Histone H3.2	2.23514e+06
Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4	1.54897e+06
Q71SY5	MED25_HUMAN	MED25	Mediator of RNA polymerase II transcription subunit 25	1.19853e+06
Q71U36	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	6.90872e+07
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	2.62327e+07
Q75N03	HAKAI_HUMAN	CBLL1	E3 ubiquitin-protein ligase Hakai	864416
Q75QN2	INT8_HUMAN	INTS8	Integrator complex subunit 8	649436
Q765P7	MTSS2_HUMAN	MTSS2	Protein MTSS 2	2.84699e+06
Q76L83	ASXL2_HUMAN	ASXL2	Putative Polycomb group protein ASXL2	590815
Q76M96	CCD80_HUMAN	CCDC80	Coiled-coil domain-containing protein 80	7.54926e+06
Q7KYR7	BT2A1_HUMAN	BTN2A1	Butyrophilin subfamily 2 member A1	1.05802e+06
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	3.21301e+07
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	6.03274e+07
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	6.07838e+06
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	1.35025e+07
Q7L099	RUFY3_HUMAN	RUFY3	Protein RUFY3	2.74541e+06
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	5.2848e+06
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	1.97733e+07
Q7L1V2	MON1B_HUMAN	MON1B	Vacuolar fusion protein MON1 homolog B	1.87805e+06
Q7L273	KCTD9_HUMAN	KCTD9	BTB/POZ domain-containing protein KCTD9	234886
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	8.27968e+06
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	1.84229e+07
