Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190319yix_KRUK_DIA_b5_15.mzML
Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	2.16981e+07
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	1.49635e+07
Q15477	SKI2_HUMAN	SKIC2	Superkiller complex protein 2	6.56656e+06
Q15542	TAF5_HUMAN	TAF5	Transcription initiation factor TFIID subunit 5	281563
Q15554	TERF2_HUMAN	TERF2	Telomeric repeat-binding factor 2	1.76152e+06
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	6.54935e+06
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	1.33974e+08
Q15599	NHRF2_HUMAN	NHERF2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	7.74581e+06
Q15628	TRADD_HUMAN	TRADD	Tumor necrosis factor receptor type 1-associated DEATH domain protein	6.73048e+06
Q15631	TSN_HUMAN	TSN	Translin	7.08565e+06
Q15637	SF01_HUMAN	SF1	Splicing factor 1	2.07449e+07
Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	1.63968e+07
Q15643	TRIPB_HUMAN	TRIP11	Thyroid receptor-interacting protein 11	2.32597e+06
Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	7.22049e+06
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	4.17267e+07
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	5.42769e+07
Q15746	MYLK_HUMAN	MYLK	Myosin light chain kinase, smooth muscle	1.85924e+07
Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	7.51405e+07
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	5.17589e+06
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	2.67863e+06
Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2	4.74323e+06
Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	2.18289e+07
Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	2.58013e+06
Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	4.73339e+07
Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	1.86287e+07
Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	2.1551e+07
Q15843	NEDD8_HUMAN	NEDD8	NEDD8	1.30018e+07
Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor	1.53232e+07
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	505268
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	5.94717e+07
Q15942	ZYX_HUMAN	ZYX	Zyxin	5.75325e+07
Q16134	ETFD_HUMAN	ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	546212
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	7.66994e+07
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	7.98134e+06
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	2.25158e+07
Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	1.62871e+07
Q16352	AINX_HUMAN	INA	Alpha-internexin	387310
Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	2.47514e+07
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	1.85966e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	4.10805e+06
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	1.13722e+06
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	1.57027e+07
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	1.51826e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	2.32947e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	6.65819e+06
Q16540	RM23_HUMAN	MRPL23	Large ribosomal subunit protein uL23m	2.98375e+06
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	1.88267e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	1.65372e+08
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	2.83914e+06
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	8.08883e+06
Q16585	SGCB_HUMAN	SGCB	Beta-sarcoglycan	2.9962e+06
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	6.65232e+06
Q16611	BAK_HUMAN	BAK1	Bcl-2 homologous antagonist/killer	2.79785e+06
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	4.67463e+07
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	1.36851e+07
Q16643	DREB_HUMAN	DBN1	Drebrin	2.16337e+07
Q16647	PTGIS_HUMAN	PTGIS	Prostacyclin synthase	1.01932e+08
Q16650	TBR1_HUMAN	TBR1	T-box brain protein 1	1.00423e+07
Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	1.69195e+06
Q16658	FSCN1_HUMAN	FSCN1	Fascin	6.87078e+07
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	3.12865e+07
Q16678	CP1B1_HUMAN	CYP1B1	Cytochrome P450 1B1	4.43548e+06
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	2.50771e+07
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	5.95911e+06
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	4.807e+06
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	6.36866e+06
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	1.59588e+07
Q16774	KGUA_HUMAN	GUK1	Guanylate kinase	6.25903e+06
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	2.13883e+06
Q16777	H2A2C_HUMAN	H2AC20	Histone H2A type 2-C	3.79761e+06
Q16778	H2B2E_HUMAN	H2BC21	Histone H2B type 2-E	2.87751e+08
Q16787	LAMA3_HUMAN	LAMA3	Laminin subunit alpha-3	2.59006e+06
Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	5.55122e+06
Q16798	MAON_HUMAN	ME3	NADP-dependent malic enzyme, mitochondrial	3.5478e+06
Q16799	RTN1_HUMAN	RTN1	Reticulon-1	2.02317e+06
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	1.7737e+07
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	1.89392e+07
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	4.01895e+07
Q16853	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	1.59979e+08
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	1.3009e+07
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	1.16678e+07
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	2.75162e+07
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	2.71165e+07
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	9.72546e+06
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	3.06514e+06
Q2M2I8	AAK1_HUMAN	AAK1	AP2-associated protein kinase 1	2.14373e+06
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	6.89279e+06
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	5.95067e+06
Q2PPJ7	RGPA2_HUMAN	RALGAPA2	Ral GTPase-activating protein subunit alpha-2	7.88164e+06
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	7.78801e+06
Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1	693576
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	1.0997e+07
Q2UY09	COSA1_HUMAN	COL28A1	Collagen alpha-1(XXVIII) chain	2.02087e+06
Q30154	DRB5_HUMAN	HLA-DRB5	HLA class II histocompatibility antigen, DR beta 5 chain	7.75389e+07
Q32M88	PGGHG_HUMAN	PGGHG	Protein-glucosylgalactosylhydroxylysine glucosidase	1.13523e+06
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	1.03632e+07
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	1.66657e+07
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	7.41822e+06
Q38SD2	LRRK1_HUMAN	LRRK1	Leucine-rich repeat serine/threonine-protein kinase 1	3.91596e+06
Q3B7J2	GFOD2_HUMAN	GFOD2	Glucose-fructose oxidoreductase domain-containing protein 2	1.01726e+06
Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1	7.1436e+06
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	6.02041e+06
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	5.34956e+06
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	5.04902e+06
Q3SXM5	HSDL1_HUMAN	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1	551604
Q3SY69	AL1L2_HUMAN	ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	1.24811e+07
Q3V6T2	GRDN_HUMAN	CCDC88A	Girdin	604866
Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	2.78463e+06
Q3ZCM7	TBB8_HUMAN	TUBB8	Tubulin beta-8 chain	6.23886e+07
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	4.99979e+06
Q460N5	PAR14_HUMAN	PARP14	Protein mono-ADP-ribosyltransferase PARP14	7.55438e+06
Q495W5	FUT11_HUMAN	FUT11	Alpha-(1,3)-fucosyltransferase 11	1.45998e+06
Q49A26	GLYR1_HUMAN	GLYR1	Cytokine-like nuclear factor N-PAC	4.60008e+06
Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B	7.56418e+06
Q4G0J3	LARP7_HUMAN	LARP7	La-related protein 7	2.22553e+06
Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	1.38009e+07
Q4G0X4	KCD21_HUMAN	KCTD21	BTB/POZ domain-containing protein KCTD21	800047
Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial	1.42273e+06
Q4KMP7	TB10B_HUMAN	TBC1D10B	TBC1 domain family member 10B	2.569e+06
Q4KMQ2	ANO6_HUMAN	ANO6	Anoctamin-6	1.32384e+07
Q4KWH8	PLCH1_HUMAN	PLCH1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	4.93728e+06
Q4L180	FIL1L_HUMAN	FILIP1L	Filamin A-interacting protein 1-like	1.6141e+06
Q4LDE5	SVEP1_HUMAN	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	206966
Q4U2R6	RM51_HUMAN	MRPL51	Large ribosomal subunit protein mL51	882632
Q4V328	GRAP1_HUMAN	GRIPAP1	GRIP1-associated protein 1	2.01311e+06
Q4V9L6	TM119_HUMAN	TMEM119	Transmembrane protein 119	3.84599e+07
Q4VC31	MIX23_HUMAN	MIX23	Protein MIX23	3.85084e+06
Q4ZHG4	FNDC1_HUMAN	FNDC1	Fibronectin type III domain-containing protein 1	1.70097e+06
Q504Q3	PAN2_HUMAN	PAN2	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	159882
Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B	1.12699e+07
Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4	1.14826e+07
Q53EP0	FND3B_HUMAN	FNDC3B	Fibronectin type III domain-containing protein 3B	2.82827e+06
Q53ET0	CRTC2_HUMAN	CRTC2	CREB-regulated transcription coactivator 2	528696
Q53F19	NCBP3_HUMAN	NCBP3	Nuclear cap-binding protein subunit 3	2.2835e+06
Q53FA7	QORX_HUMAN	TP53I3	Quinone oxidoreductase PIG3	9.79392e+06
Q53FT3	HIKES_HUMAN	HIKESHI	Protein Hikeshi	2.17643e+06
Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	2.65536e+07
Q53GL0	PKHO1_HUMAN	PLEKHO1	Pleckstrin homology domain-containing family O member 1	520479
Q53GL7	PAR10_HUMAN	PARP10	Protein mono-ADP-ribosyltransferase PARP10	2.32597e+06
Q53GQ0	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	7.73403e+06
Q53GS9	UBP39_HUMAN	USP39	Ubiquitin carboxyl-terminal hydrolase 39	1.6308e+07
Q53H12	AGK_HUMAN	AGK	Acylglycerol kinase, mitochondrial	1.36714e+06
Q53H82	LACB2_HUMAN	LACTB2	Endoribonuclease LACTB2	1.07181e+06
Q53H96	P5CR3_HUMAN	PYCR3	Pyrroline-5-carboxylate reductase 3	1.03098e+07
Q53HC0	CCD92_HUMAN	CCDC92	Coiled-coil domain-containing protein 92	429351
Q53HC9	EIPR1_HUMAN	EIPR1	EARP and GARP complex-interacting protein 1	834739
Q53QZ3	RHG15_HUMAN	ARHGAP15	Rho GTPase-activating protein 15	1.77096e+06
Q53SF7	COBL1_HUMAN	COBLL1	Cordon-bleu protein-like 1	1.33094e+06
Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3	8.09527e+06
Q53TN4	CYBR1_HUMAN	CYBRD1	Plasma membrane ascorbate-dependent reductase CYBRD1	7.55835e+07
Q562E7	WDR81_HUMAN	WDR81	WD repeat-containing protein 81	3.1593e+06
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	1.75545e+09
Q567U6	CCD93_HUMAN	CCDC93	Coiled-coil domain-containing protein 93	5.18611e+06
Q56A73	SPIN4_HUMAN	SPIN4	Spindlin-4	2.5538e+06
Q5BIV9	SPRN_HUMAN	SPRN	Shadow of prion protein	4.12953e+07
Q5BJD5	TM41B_HUMAN	TMEM41B	Transmembrane protein 41B	1.77768e+06
Q5BKU9	OXLD1_HUMAN	OXLD1	Oxidoreductase-like domain-containing protein 1	2.98731e+06
Q5BKZ1	ZN326_HUMAN	ZNF326	DBIRD complex subunit ZNF326	3.22884e+06
Q5EBM0	CMPK2_HUMAN	CMPK2	UMP-CMP kinase 2, mitochondrial	2.1241e+06
Q5EG05	CAR16_HUMAN	CARD16	Caspase recruitment domain-containing protein 16	7.3436e+06
Q5GLZ8	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4	523666
Q5H9R7	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	2.40689e+06
Q5HYK7	SH319_HUMAN	SH3D19	SH3 domain-containing protein 19	8.06276e+06
Q5HYW2	NHSL2_HUMAN	NHSL2	NHS-like protein 2	1.07627e+06
Q5J8M3	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4	3.63555e+06
Q5JPE7	NOMO2_HUMAN	NOMO2	BOS complex subunit NOMO2	2.15592e+07
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	2.38284e+07
Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	1.46089e+07
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	4.35105e+06
Q5JSL3	DOC11_HUMAN	DOCK11	Dedicator of cytokinesis protein 11	7.45074e+06
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	557401
Q5JTB6	PLAC9_HUMAN	PLAC9	Placenta-specific protein 9	1.15427e+07
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	3.23917e+06
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	1.51803e+07
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	1.06432e+06
Q5JU69	TOR2A_HUMAN	TOR2A	Torsin-2A	297134
Q5JWF2	GNAS1_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	2.32933e+07
Q5KU26	COL12_HUMAN	COLEC12	Collectin-12	7.07256e+06
Q5M775	CYTSB_HUMAN	SPECC1	Cytospin-B	8.6172e+06
Q5MNZ6	WIPI3_HUMAN	WDR45B	WD repeat domain phosphoinositide-interacting protein 3	2.08651e+06
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	2.09497e+06
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	1.46425e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	3.54623e+06
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	1.87824e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	5.74496e+06
Q5SRE7	PHYD1_HUMAN	PHYHD1	Phytanoyl-CoA dioxygenase domain-containing protein 1	1.9231e+06
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	5.7001e+07
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	4.94858e+06
Q5SXM8	DNLZ_HUMAN	DNLZ	DNL-type zinc finger protein	882564
Q5T013	HYI_HUMAN	HYI	Putative hydroxypyruvate isomerase	3.59977e+06
Q5T0D9	TPRGL_HUMAN	TPRG1L	Tumor protein p63-regulated gene 1-like protein	360601
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	6.44291e+06
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	8.70237e+06
Q5T1V6	DDX59_HUMAN	DDX59	Probable ATP-dependent RNA helicase DDX59	426495
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	1.43568e+06
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	5.71862e+06
Q5T4B2	GT253_HUMAN	CERCAM	Inactive glycosyltransferase 25 family member 3	744055
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	4.48099e+06
Q5T5C0	STXB5_HUMAN	STXBP5	Syntaxin-binding protein 5	2.02336e+06
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	5.95067e+07
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	4.06064e+06
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	4.67066e+06
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	3.16026e+06
Q5TCZ1	SPD2A_HUMAN	SH3PXD2A	SH3 and PX domain-containing protein 2A	6.45021e+06
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	6.06684e+06
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	3.62261e+06
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	1.69472e+06
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	665707
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	7.18819e+06
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	1.11841e+06
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	2.51207e+06
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	5.21314e+06
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	1.72627e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	2.13459e+06
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	2.9028e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	2.5649e+06
Q5VTB9	RN220_HUMAN	RNF220	E3 ubiquitin-protein ligase RNF220	928272
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	2.67009e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	2.06332e+06
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	1.32819e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	2.08081e+06
Q5VWJ9	SNX30_HUMAN	SNX30	Sorting nexin-30	584799
Q5VWP2	TET5C_HUMAN	TENT5C	Terminal nucleotidyltransferase 5C	1.85597e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	7.02565e+06
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	4.92817e+06
Q5VYY1	ANR22_HUMAN	ANKRD22	Ankyrin repeat domain-containing protein 22	323239
Q5VZ46	K1614_HUMAN	KIAA1614	Uncharacterized protein KIAA1614	1.7753e+06
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	1.95616e+06
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	1.20017e+06
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	6.47285e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	750917
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	9.88657e+06
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	4.31583e+06
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	1.74839e+07
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	2.22396e+06
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	2.08434e+06
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	889031
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	3.55193e+06
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	6.80518e+06
Q66LE6	2ABD_HUMAN	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.21249e+06
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	3.71752e+06
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	534351
Q68CQ7	GL8D1_HUMAN	GLT8D1	Glycosyltransferase 8 domain-containing protein 1	1.1044e+06
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	1.55176e+07
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	1.34098e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.13577e+07
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	1.47122e+06
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	9.65574e+06
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	1.30487e+06
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	1.49332e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	2.18754e+06
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1.66163e+06
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	4.17667e+06
Q6EMK4	VASN_HUMAN	VASN	Vasorin	9.41382e+06
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	9.93804e+09
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	3.86612e+06
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	1.96376e+06
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	5.8172e+06
Q6GTX8	LAIR1_HUMAN	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	3.81129e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	1.08923e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	1.67536e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	2.39709e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	2.32006e+07
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	2.83371e+06
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	1.26985e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	1.75717e+06
Q6JBY9	CPZIP_HUMAN	RCSD1	CapZ-interacting protein	1.6366e+07
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	3.5136e+06
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	7.60269e+06
Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1	619022
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	6.02907e+06
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.00958e+07
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	2.43609e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	1.04414e+07
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	3.73792e+06
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	1.13824e+08
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	2.35643e+06
Q6NZY7	BORG3_HUMAN	CDC42EP5	Cdc42 effector protein 5	2.32846e+06
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	1.32231e+07
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	2.31741e+06
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1	1.7733e+06
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	1.87221e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	1.03837e+06
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	4.59212e+06
