Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190315yix_KRUK_DIA_b1_13.mzML
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	1.40126e+07
Q6UWP2	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11	3.00095e+06
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	1.00795e+07
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	1.13863e+07
Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4	6.02524e+07
Q6UX53	TMT1B_HUMAN	TMT1B	Thiol S-methyltransferase TMT1B	1.13435e+07
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	4.081e+06
Q6UXH1	CREL2_HUMAN	CRELD2	Protein disulfide isomerase CRELD2	7.17149e+06
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	1.26291e+07
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	5.38852e+06
Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	1.13276e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	7.04714e+06
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	7.58174e+06
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	1.68033e+07
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	4.01494e+07
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	8.12281e+06
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	3.95798e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	1.57538e+07
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	2.9723e+06
Q6ZMU5	TRI72_HUMAN	TRIM72	Tripartite motif-containing protein 72	7.07241e+06
Q6ZN17	LN28B_HUMAN	LIN28B	Protein lin-28 homolog B	1.1154e+08
Q6ZN30	BNC2_HUMAN	BNC2	Zinc finger protein basonuclin-2	2.73358e+07
Q6ZNB6	NFXL1_HUMAN	NFXL1	NF-X1-type zinc finger protein NFXL1	5.96762e+06
Q6ZRS2	SRCAP_HUMAN	SRCAP	Helicase SRCAP	3.00377e+06
Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H	5.90793e+06
Q6ZS11	RINL_HUMAN	RINL	Ras and Rab interactor-like protein	910700
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	3.39214e+06
Q6ZTI6	RFLA_HUMAN	RFLNA	Refilin-A	1.53104e+06
Q6ZU52	K0408_HUMAN	KIAA0408	Uncharacterized protein KIAA0408	9.05453e+06
Q6ZUJ8	BCAP_HUMAN	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1	858627
Q6ZUS6	CC149_HUMAN	CCDC149	Coiled-coil domain-containing protein 149	72086.9
Q6ZVK8	NUD18_HUMAN	NUDT18	8-oxo-dGDP phosphatase NUDT18	2.21334e+06
Q6ZVM7	TM1L2_HUMAN	TOM1L2	TOM1-like protein 2	6.85223e+06
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	1.98407e+07
Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	2.74973e+06
Q70IA6	MOB2_HUMAN	MOB2	MOB kinase activator 2	7.43789e+06
Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D	425229
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	3.5835e+06
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	5.22434e+06
Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4	2.58642e+06
Q71U36	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	1.04247e+07
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	4.86684e+07
Q765P7	MTSS2_HUMAN	MTSS2	Protein MTSS 2	2.03697e+06
Q76FK4	NOL8_HUMAN	NOL8	Nucleolar protein 8	1.24573e+06
Q76M96	CCD80_HUMAN	CCDC80	Coiled-coil domain-containing protein 80	3.49905e+06
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	7.85306e+06
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	6.58727e+07
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	3.55329e+07
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	3.83261e+07
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	1.54796e+07
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	6.76908e+07
Q7L266	ASGL1_HUMAN	ASRGL1	Isoaspartyl peptidase/L-asparaginase	6.39443e+06
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	6.18054e+06
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	1.21186e+07
Q7L2J0	MEPCE_HUMAN	MEPCE	7SK snRNA methylphosphate capping enzyme	1.50782e+06
Q7L311	ARMX2_HUMAN	ARMCX2	Armadillo repeat-containing X-linked protein 2	1.52821e+06
Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	1.60822e+07
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	1.89251e+07
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	6.41409e+06
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	7.01717e+06
Q7L5N7	PCAT2_HUMAN	LPCAT2	Lysophosphatidylcholine acyltransferase 2	6.53171e+06
Q7L5Y1	ENOF1_HUMAN	ENOSF1	Mitochondrial enolase superfamily member 1	593295
Q7L5Y9	MAEA_HUMAN	MAEA	E3 ubiquitin-protein transferase MAEA	569099
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	9.40286e+06
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	2.45855e+07
Q7RTP6	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3	1.41798e+06
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	6.463e+07
Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein	2.1437e+06
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	2.17425e+07
Q7Z2W9	RM21_HUMAN	MRPL21	Large ribosomal subunit protein bL21m	1.16991e+06
Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	4.15561e+06
Q7Z3B1	NEGR1_HUMAN	NEGR1	Neuronal growth regulator 1	1.54503e+08
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	8.6461e+06
Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	1.95185e+06
Q7Z3D6	GLUCM_HUMAN	DGLUCY	D-glutamate cyclase, mitochondrial	1.02505e+07
Q7Z3K3	POGZ_HUMAN	POGZ	Pogo transposable element with ZNF domain	5.10065e+06
Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	2.13039e+06
Q7Z406	MYH14_HUMAN	MYH14	Myosin-14	8.00382e+07
Q7Z407	CSMD3_HUMAN	CSMD3	CUB and sushi domain-containing protein 3	1.96237e+07
Q7Z417	NUFP2_HUMAN	NUFIP2	FMR1-interacting protein NUFIP2	1.30983e+07
Q7Z422	SZRD1_HUMAN	SZRD1	SUZ domain-containing protein 1	1.39953e+07
Q7Z434	MAVS_HUMAN	MAVS	Mitochondrial antiviral-signaling protein	7.17902e+06
Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	1.10322e+07
Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	4.19822e+06
Q7Z4G4	TRM11_HUMAN	TRMT11	tRNA (guanine(10)-N2)-methyltransferase homolog	2.17472e+06
Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	1.06375e+06
Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3	7.27376e+06
Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3	682559
Q7Z4S6	KI21A_HUMAN	KIF21A	Kinesin-like protein KIF21A	4.61118e+06
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	3.54446e+07
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	6.72863e+06
Q7Z5L7	PODN_HUMAN	PODN	Podocan	4.53696e+06
Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	1.59791e+07
Q7Z5R6	AB1IP_HUMAN	APBB1IP	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	2.58953e+07
Q7Z6E9	RBBP6_HUMAN	RBBP6	E3 ubiquitin-protein ligase RBBP6	3.1618e+06
Q7Z6G8	ANS1B_HUMAN	ANKS1B	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	8.38968e+06
Q7Z6K5	ARPIN_HUMAN	ARPIN	Arpin	4.89134e+07
Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs	1.65804e+06
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	4.59008e+07
Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	1.47179e+07
Q7Z7A1	CNTRL_HUMAN	CNTRL	Centriolin	57521
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	3.20933e+07
Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	9.45328e+06
Q7Z7K6	CENPV_HUMAN	CENPV	Centromere protein V	1.09226e+07
Q7Z7L8	CK096_HUMAN	C11orf96	Uncharacterized protein C11orf96	4.23302e+07
Q7Z7M9	GALT5_HUMAN	GALNT5	Polypeptide N-acetylgalactosaminyltransferase 5	4.14086e+06
Q86SF2	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7	1.45066e+07
Q86SQ0	PHLB2_HUMAN	PHLDB2	Pleckstrin homology-like domain family B member 2	3.21766e+06
Q86T65	DAAM2_HUMAN	DAAM2	Disheveled-associated activator of morphogenesis 2	4.36407e+06
Q86TB9	PATL1_HUMAN	PATL1	Protein PAT1 homolog 1	6.55771e+06
Q86TI0	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	4.69911e+06
Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	6.77396e+06
Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	1.82747e+06
Q86TS9	RM52_HUMAN	MRPL52	Large ribosomal subunit protein mL52	4.12461e+06
Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	4.62341e+06
Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial	5.20345e+06
Q86U38	NOP9_HUMAN	NOP9	Nucleolar protein 9	9.3003e+06
Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	5.34173e+07
Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit	1.74497e+07
Q86U86	PB1_HUMAN	PBRM1	Protein polybromo-1	2.20434e+06
Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	5.04677e+07
Q86UK0	ABCAC_HUMAN	ABCA12	Glucosylceramide transporter ABCA12	5.15526e+07
Q86UK7	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598	2.61804e+06
Q86UL3	GPAT4_HUMAN	GPAT4	Glycerol-3-phosphate acyltransferase 4	1.56856e+07
Q86UP2	KTN1_HUMAN	KTN1	Kinectin	3.78032e+07
Q86UU1	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1	1.69119e+07
Q86UV5	UBP48_HUMAN	USP48	Ubiquitin carboxyl-terminal hydrolase 48	1.86716e+06
Q86UX2	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	6.97862e+07
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	4.47224e+07
Q86V15	CASZ1_HUMAN	CASZ1	Zinc finger protein castor homolog 1	3.30011e+06
Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	2.77454e+06
Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1	1.00784e+07
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	1.13449e+08
Q86V88	MGDP1_HUMAN	MDP1	Magnesium-dependent phosphatase 1	1.68223e+07
Q86VI3	IQGA3_HUMAN	IQGAP3	Ras GTPase-activating-like protein IQGAP3	6.53899e+06
Q86VM9	ZCH18_HUMAN	ZC3H18	Zinc finger CCCH domain-containing protein 18	8.64422e+06
Q86VN1	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36	1.16688e+07
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	6.7419e+07
Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	5.38043e+06
Q86VY4	TSYL5_HUMAN	TSPYL5	Testis-specific Y-encoded-like protein 5	1.2973e+06
Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog	984154
Q86W92	LIPB1_HUMAN	PPFIBP1	Liprin-beta-1	2.91396e+06
Q86WB0	ZC3C1_HUMAN	ZC3HC1	Zinc finger C3HC-type protein 1	5.8605e+06
Q86WJ1	CHD1L_HUMAN	CHD1L	Chromodomain-helicase-DNA-binding protein 1-like	4.41896e+06
Q86WQ0	NR2CA_HUMAN	NR2C2AP	Nuclear receptor 2C2-associated protein	1.32688e+06
Q86WR0	CCD25_HUMAN	CCDC25	Coiled-coil domain-containing protein 25	4.68483e+06
Q86WV6	STING_HUMAN	STING1	Stimulator of interferon genes protein	1.07691e+07
Q86WX3	AROS_HUMAN	RPS19BP1	Active regulator of SIRT1	1.60929e+06
Q86X29	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor	1.46129e+07
Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	1.10448e+07
Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	2.90635e+06
Q86X83	COMD2_HUMAN	COMMD2	COMM domain-containing protein 2	1.34935e+07
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	1.38257e+07
Q86XR7	TCAM2_HUMAN	TICAM2	TIR domain-containing adapter molecule 2	1.56739e+07
Q86XZ4	SPAS2_HUMAN	SPATS2	Spermatogenesis-associated serine-rich protein 2	4.08274e+06
Q86Y37	CACL1_HUMAN	CACUL1	CDK2-associated and cullin domain-containing protein 1	1.44079e+06
Q86Y56	DAAF5_HUMAN	DNAAF5	Dynein axonemal assembly factor 5	2.07714e+06
Q86Y82	STX12_HUMAN	STX12	Syntaxin-12	2.69457e+07
Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	1.46022e+07
Q86YS3	RFIP4_HUMAN	RAB11FIP4	Rab11 family-interacting protein 4	2.45195e+06
Q86YS7	C2CD5_HUMAN	C2CD5	C2 domain-containing protein 5	1.82387e+06
Q86YV5	PRAG1_HUMAN	PRAG1	Inactive tyrosine-protein kinase PRAG1	1.80571e+06
Q8IU81	I2BP1_HUMAN	IRF2BP1	Interferon regulatory factor 2-binding protein 1	7.54512e+06
Q8IU85	KCC1D_HUMAN	CAMK1D	Calcium/calmodulin-dependent protein kinase type 1D	2.03094e+07
Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1	1.30581e+07
Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	3.93017e+08
Q8IUH3	RBM45_HUMAN	RBM45	RNA-binding protein 45	2.16028e+06
Q8IUR7	ARMC8_HUMAN	ARMC8	Armadillo repeat-containing protein 8	810710
Q8IUX7	AEBP1_HUMAN	AEBP1	Adipocyte enhancer-binding protein 1	8.14222e+06
Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	2.50281e+07
Q8IV36	HID1_HUMAN	HID1	Protein HID1	1.02041e+07
Q8IV38	ANKY2_HUMAN	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2	4.64082e+06
Q8IVB5	LIX1L_HUMAN	LIX1L	LIX1-like protein	1.60513e+06
Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3	1.14347e+07
Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2	5.00036e+07
Q8IVI9	NOSTN_HUMAN	NOSTRIN	Nostrin	917248
Q8IVM0	CCD50_HUMAN	CCDC50	Coiled-coil domain-containing protein 50	8.84804e+06
Q8IVS2	FABD_HUMAN	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	7.54835e+06
Q8IVT2	MISP_HUMAN	MISP	Mitotic interactor and substrate of PLK1	1.43859e+07
Q8IW45	NNRD_HUMAN	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1.30511e+07
Q8IWA4	MFN1_HUMAN	MFN1	Mitofusin-1	1.38337e+06
Q8IWB7	WDFY1_HUMAN	WDFY1	WD repeat and FYVE domain-containing protein 1	113151
Q8IWE2	NXP20_HUMAN	FAM114A1	Protein NOXP20	1.84076e+07
Q8IWJ2	GCC2_HUMAN	GCC2	GRIP and coiled-coil domain-containing protein 2	9.15705e+06
Q8IWK6	AGRA3_HUMAN	ADGRA3	Adhesion G protein-coupled receptor A3	1.74461e+07
Q8IWL3	HSC20_HUMAN	HSCB	Iron-sulfur cluster co-chaperone protein HscB	2.69361e+06
Q8IWS0	PHF6_HUMAN	PHF6	PHD finger protein 6	7.05084e+06
Q8IWT0	ARCH_HUMAN	ZBTB8OS	Protein archease	2.1782e+06
Q8IWV8	UBR2_HUMAN	UBR2	E3 ubiquitin-protein ligase UBR2	7.9625e+06
Q8IWW6	RHG12_HUMAN	ARHGAP12	Rho GTPase-activating protein 12	7.61307e+06
Q8IWX8	CHERP_HUMAN	CHERP	Calcium homeostasis endoplasmic reticulum protein	5.1444e+07
Q8IWZ3	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	6.2316e+06
Q8IWZ8	SUGP1_HUMAN	SUGP1	SURP and G-patch domain-containing protein 1	5.20281e+06
Q8IX01	SUGP2_HUMAN	SUGP2	SURP and G-patch domain-containing protein 2	1.4106e+06
Q8IX04	UEVLD_HUMAN	UEVLD	Ubiquitin-conjugating enzyme E2 variant 3	4.52269e+06
Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	2.34015e+07
Q8IXB1	DJC10_HUMAN	DNAJC10	DnaJ homolog subfamily C member 10	6.80723e+06
Q8IXH7	NELFD_HUMAN	NELFCD	Negative elongation factor C/D	1.588e+07
Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2	6.16004e+06
Q8IXI2	MIRO1_HUMAN	RHOT1	Mitochondrial Rho GTPase 1	4.35753e+06
Q8IXJ6	SIR2_HUMAN	SIRT2	NAD-dependent protein deacetylase sirtuin-2	5.52678e+06
Q8IXK0	PHC2_HUMAN	PHC2	Polyhomeotic-like protein 2	6.9883e+06
Q8IXL7	MSRB3_HUMAN	MSRB3	Methionine-R-sulfoxide reductase B3	2.14896e+07
Q8IXM2	BAP18_HUMAN	BAP18	Chromatin complexes subunit BAP18	1.57352e+07
Q8IXM3	RM41_HUMAN	MRPL41	Large ribosomal subunit protein mL41	1.56856e+07
Q8IXQ4	GPAM1_HUMAN	GPALPP1	GPALPP motifs-containing protein 1	7.689e+06
Q8IXQ6	PARP9_HUMAN	PARP9	Protein mono-ADP-ribosyltransferase PARP9	1.22589e+07
Q8IXS6	PALM2_HUMAN	PALM2	Paralemmin-2	5.45682e+06
Q8IXT5	RB12B_HUMAN	RBM12B	RNA-binding protein 12B	7.88539e+06
Q8IY17	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6	7.80803e+06
Q8IY18	SMC5_HUMAN	SMC5	Structural maintenance of chromosomes protein 5	1.51552e+06
Q8IY21	DDX60_HUMAN	DDX60	Probable ATP-dependent RNA helicase DDX60	665148
Q8IY33	MILK2_HUMAN	MICALL2	MICAL-like protein 2	1.3078e+07
Q8IY37	DHX37_HUMAN	DHX37	Probable ATP-dependent RNA helicase DHX37	2.4379e+06
Q8IY63	AMOL1_HUMAN	AMOTL1	Angiomotin-like protein 1	609380
Q8IY67	RAVR1_HUMAN	RAVER1	Ribonucleoprotein PTB-binding 1	1.39339e+07
Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	6.87201e+06
Q8IY95	TM192_HUMAN	TMEM192	Transmembrane protein 192	6.09992e+06
Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1	3.54284e+07
Q8IYB5	SMAP1_HUMAN	SMAP1	Stromal membrane-associated protein 1	1.11804e+07
Q8IYB7	DI3L2_HUMAN	DIS3L2	DIS3-like exonuclease 2	7.40048e+06
Q8IYB8	SUV3_HUMAN	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial	1.07739e+07
Q8IYH5	ZZZ3_HUMAN	ZZZ3	ZZ-type zinc finger-containing protein 3	1.4292e+07
Q8IYI6	EXOC8_HUMAN	EXOC8	Exocyst complex component 8	1.0677e+07
Q8IYJ3	SYTL1_HUMAN	SYTL1	Synaptotagmin-like protein 1	2.00045e+06
Q8IYL3	CA174_HUMAN	C1orf174	UPF0688 protein C1orf174	2.85706e+06
Q8IYQ7	THNS1_HUMAN	THNSL1	Threonine synthase-like 1	2.48955e+06
Q8IYW5	RN168_HUMAN	RNF168	E3 ubiquitin-protein ligase RNF168	677167
Q8IZ07	AN13A_HUMAN	ANKRD13A	Ankyrin repeat domain-containing protein 13A	5.33717e+06
Q8IZ21	PHAR4_HUMAN	PHACTR4	Phosphatase and actin regulator 4	2.9002e+06
Q8IZ69	TRM2A_HUMAN	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A	1.25422e+06
Q8IZ73	RUSD2_HUMAN	RPUSD2	Pseudouridylate synthase RPUSD2	7.119e+06
Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1	2.1539e+07
Q8IZA0	K319L_HUMAN	KIAA0319L	Dyslexia-associated protein KIAA0319-like protein	2.7147e+06
Q8IZD4	DCP1B_HUMAN	DCP1B	mRNA-decapping enzyme 1B	519212
Q8IZH2	XRN1_HUMAN	XRN1	5'-3' exoribonuclease 1	1.78017e+06
Q8IZL8	PELP1_HUMAN	PELP1	Proline-, glutamic acid- and leucine-rich protein 1	64160.6
Q8IZP0	ABI1_HUMAN	ABI1	Abl interactor 1	2.08453e+07
Q8IZQ5	SELH_HUMAN	SELENOH	Selenoprotein H	1.18514e+07
Q8IZW8	TENS4_HUMAN	TNS4	Tensin-4	1.61669e+07
Q8N0W3	FCSK_HUMAN	FCSK	L-fucose kinase	6.184e+06
Q8N0X4	CLYBL_HUMAN	CLYBL	Citramalyl-CoA lyase, mitochondrial	7.9486e+06
Q8N0X7	SPART_HUMAN	SPART	Spartin	3.7033e+06
Q8N0Y7	PGAM4_HUMAN	PGAM4	Probable phosphoglycerate mutase 4	1.11007e+07
Q8N0Z3	SPICE_HUMAN	SPICE1	Spindle and centriole-associated protein 1	6.77157e+06
Q8N108	MIER1_HUMAN	MIER1	Mesoderm induction early response protein 1	3.83667e+06
Q8N129	CNPY4_HUMAN	CNPY4	Protein canopy homolog 4	8.24414e+06
Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	2.84845e+07
Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	1.10709e+07
Q8N1B4	VPS52_HUMAN	VPS52	Vacuolar protein sorting-associated protein 52 homolog	1.50794e+07
Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	2.26774e+07
Q8N1F8	S11IP_HUMAN	STK11IP	Serine/threonine-protein kinase 11-interacting protein	909206
Q8N1G0	ZN687_HUMAN	ZNF687	Zinc finger protein 687	4.11423e+06
Q8N1G2	CMTR1_HUMAN	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	1.56903e+07
Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	3.44091e+07
Q8N257	H2B3B_HUMAN	H2BC26	Histone H2B type 3-B	5.60189e+06
Q8N283	ANR35_HUMAN	ANKRD35	Ankyrin repeat domain-containing protein 35	9.23226e+07
Q8N2G8	GHDC_HUMAN	GHDC	GH3 domain-containing protein	878669
Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12	1.95264e+06
Q8N2M8	CLASR_HUMAN	CLASRP	CLK4-associating serine/arginine rich protein	393546
Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	1.14064e+07
Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18	7.60287e+06
Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	1.3234e+07
Q8N3F8	MILK1_HUMAN	MICALL1	MICAL-like protein 1	2.49016e+06
Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	9.33656e+06
Q8N3V7	SYNPO_HUMAN	SYNPO	Synaptopodin	2.094e+07
Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	149872
Q8N4A0	GALT4_HUMAN	GALNT4	Polypeptide N-acetylgalactosaminyltransferase 4	1.54017e+07
Q8N4C6	NIN_HUMAN	NIN	Ninein	1.50652e+08
Q8N4C8	MINK1_HUMAN	MINK1	Misshapen-like kinase 1	2.73279e+06
Q8N4P3	MESH1_HUMAN	HDDC3	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	5.00027e+06
Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	5.62474e+06
Q8N4V1	EMC5_HUMAN	MMGT1	ER membrane protein complex subunit 5	3.61243e+06
Q8N573	OXR1_HUMAN	OXR1	Oxidation resistance protein 1	1.18077e+07
Q8N5A5	ZGPAT_HUMAN	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein	1.74661e+06
Q8N5C6	SRBD1_HUMAN	SRBD1	S1 RNA-binding domain-containing protein 1	3.86756e+06
Q8N5F7	NKAP_HUMAN	NKAP	NF-kappa-B-activating protein	6.24976e+06
Q8N5G0	SIM20_HUMAN	SMIM20	Small integral membrane protein 20	2.37725e+06
Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	8.63793e+06
Q8N5N7	RM50_HUMAN	MRPL50	Large ribosomal subunit protein mL50	1.58274e+07
Q8N5P1	ZC3H8_HUMAN	ZC3H8	Zinc finger CCCH domain-containing protein 8	848053
