Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_11.mzML
Q15848	ADIPO_HUMAN	ADIPOQ	Adiponectin	1.02551e+06
Q15853	USF2_HUMAN	USF2	Upstream stimulatory factor 2	1.92602e+06
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	2.50751e+06
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	4.92781e+07
Q15942	ZYX_HUMAN	ZYX	Zyxin	3.01931e+07
Q16134	ETFD_HUMAN	ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	972518
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	2.77099e+07
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	6.53803e+06
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	2.4935e+06
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	1.91816e+06
Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	6.45389e+06
Q16342	PDCD2_HUMAN	PDCD2	Programmed cell death protein 2	861057
Q16352	AINX_HUMAN	INA	Alpha-internexin	2.12118e+06
Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	1.59874e+07
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	1.18872e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	2.3496e+06
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	1.95418e+06
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	9.25902e+06
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	7.0883e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	2.60588e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	1.30386e+07
Q16540	RM23_HUMAN	MRPL23	Large ribosomal subunit protein uL23m	2.88926e+06
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	2.82022e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	4.40093e+07
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	8.4676e+06
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	6.95287e+06
Q16594	TAF9_HUMAN	TAF9	Transcription initiation factor TFIID subunit 9	1.31056e+06
Q16595	FRDA_HUMAN	FXN	Frataxin, mitochondrial	975657
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	1.73747e+06
Q16611	BAK_HUMAN	BAK1	Bcl-2 homologous antagonist/killer	2.73207e+06
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	6.32796e+07
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	9.62241e+06
Q16637	SMN_HUMAN	SMN1	Survival motor neuron protein	6.9756e+06
Q16643	DREB_HUMAN	DBN1	Drebrin	9.86297e+06
Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	2.18123e+06
Q16658	FSCN1_HUMAN	FSCN1	Fascin	6.9145e+07
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	2.20048e+07
Q16678	CP1B1_HUMAN	CYP1B1	Cytochrome P450 1B1	1.39883e+06
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	1.57565e+07
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	3.56184e+06
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	3.20918e+06
Q16719	KYNU_HUMAN	KYNU	Kynureninase	1.82781e+06
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	5.02133e+06
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	4.95399e+06
Q16763	UBE2S_HUMAN	UBE2S	Ubiquitin-conjugating enzyme E2 S	889908
Q16774	KGUA_HUMAN	GUK1	Guanylate kinase	7.17657e+06
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	2.73049e+06
Q16777;Q6FI13	H2A2A_HUMAN;H2A2C_HUMAN	H2AC18;H2AC20	Histone H2A type 2-C	9.499e+08
Q16778	H2B2E_HUMAN	H2BC21	Histone H2B type 2-E	5.61241e+08
Q16787	LAMA3_HUMAN	LAMA3	Laminin subunit alpha-3	3.46689e+06
Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	5.77225e+06
Q16798	MAON_HUMAN	ME3	NADP-dependent malic enzyme, mitochondrial	729977
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	6.23716e+06
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	2.18593e+07
Q16850	CP51A_HUMAN	CYP51A1	Lanosterol 14-alpha demethylase	1.16552e+06
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	8.32555e+06
Q16853	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	6.72157e+06
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	2.16213e+06
Q16875	F263_HUMAN	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3	510541
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	4.62223e+06
Q16890	TPD53_HUMAN	TPD52L1	Tumor protein D53	1.14241e+06
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	1.96754e+07
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	3.24642e+07
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	3.46889e+06
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	3.0529e+06
Q2M2I8	AAK1_HUMAN	AAK1	AP2-associated protein kinase 1	2.16091e+06
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	6.09723e+06
Q2M3D2	EX3L2_HUMAN	EXOC3L2	Exocyst complex component 3-like protein 2	5.1156e+06
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	2.71528e+06
Q2PZI1	D19L1_HUMAN	DPY19L1	Probable C-mannosyltransferase DPY19L1	316581
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	4.72778e+06
Q2TAA5	ALG11_HUMAN	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	412413
Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1	1.96565e+06
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	7.16904e+06
Q30154	DRB5_HUMAN	HLA-DRB5	HLA class II histocompatibility antigen, DR beta 5 chain	1.65062e+07
Q32MK0;Q86YV6;Q9H1R3	MYLK2_HUMAN;MYLK3_HUMAN;MYLK4_HUMAN	MYLK2;MYLK3;MYLK4	Myosin light chain kinase 3	1.58996e+07
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	1.04821e+07
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	1.05907e+07
Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase	2.53274e+07
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	3.79161e+06
Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1	2.99706e+06
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	3.15152e+06
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	1.8607e+06
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	2.60234e+06
Q3SY69	AL1L2_HUMAN	ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	7.34377e+06
Q3SY84	K2C71_HUMAN	KRT71	Keratin, type II cytoskeletal 71	2.25788e+06
Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	2.11103e+06
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	2.64286e+06
Q460N5	PAR14_HUMAN	PARP14	Protein mono-ADP-ribosyltransferase PARP14	6.90119e+07
Q49A26	GLYR1_HUMAN	GLYR1	Cytokine-like nuclear factor N-PAC	3.31114e+06
Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B	4.85586e+06
Q4G0J3	LARP7_HUMAN	LARP7	La-related protein 7	3.00801e+06
Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	3.01458e+06
Q4G0X4;Q719H9	KCD21_HUMAN;KCTD1_HUMAN	KCTD1;KCTD21	BTB/POZ domain-containing protein KCTD21	1.12644e+06
Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial	1.21849e+06
Q4KMP7	TB10B_HUMAN	TBC1D10B	TBC1 domain family member 10B	1.12526e+06
Q4L180	FIL1L_HUMAN	FILIP1L	Filamin A-interacting protein 1-like	1.5551e+06
Q4U2R6	RM51_HUMAN	MRPL51	Large ribosomal subunit protein mL51	406769
Q4V328	GRAP1_HUMAN	GRIPAP1	GRIP1-associated protein 1	2.15783e+06
Q4V9L6	TM119_HUMAN	TMEM119	Transmembrane protein 119	1.47308e+06
Q4VC31	MIX23_HUMAN	MIX23	Protein MIX23	4.31021e+06
Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B	9.01488e+06
Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4	1.12247e+07
Q53EP0	FND3B_HUMAN	FNDC3B	Fibronectin type III domain-containing protein 3B	2.72674e+06
Q53ET0	CRTC2_HUMAN	CRTC2	CREB-regulated transcription coactivator 2	770317
Q53F19	NCBP3_HUMAN	NCBP3	Nuclear cap-binding protein subunit 3	3.09887e+06
Q53FA7	QORX_HUMAN	TP53I3	Quinone oxidoreductase PIG3	3.89306e+06
Q53FT3	HIKES_HUMAN	HIKESHI	Protein Hikeshi	1.84412e+06
Q53G44	IF44L_HUMAN	IFI44L	Interferon-induced protein 44-like	1.44006e+06
Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	2.6927e+06
Q53GL0	PKHO1_HUMAN	PLEKHO1	Pleckstrin homology domain-containing family O member 1	994376
Q53GL7	PAR10_HUMAN	PARP10	Protein mono-ADP-ribosyltransferase PARP10	4.05845e+06
Q53GQ0	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	5.30589e+06
Q53GS7	GLE1_HUMAN	GLE1	mRNA export factor GLE1	230983
Q53GS9	UBP39_HUMAN	USP39	Ubiquitin carboxyl-terminal hydrolase 39	2.81412e+06
Q53H12	AGK_HUMAN	AGK	Acylglycerol kinase, mitochondrial	1.82896e+06
Q53H82	LACB2_HUMAN	LACTB2	Endoribonuclease LACTB2	2.34127e+06
Q53H96	P5CR3_HUMAN	PYCR3	Pyrroline-5-carboxylate reductase 3	2.54285e+06
Q53HC9	EIPR1_HUMAN	EIPR1	EARP and GARP complex-interacting protein 1	2.20362e+06
Q53QV2	LBH_HUMAN	LBH	Protein LBH	269974
Q53QZ3	RHG15_HUMAN	ARHGAP15	Rho GTPase-activating protein 15	4.84171e+06
Q53SF7	COBL1_HUMAN	COBLL1	Cordon-bleu protein-like 1	2.6941e+06
Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3	1.81157e+06
Q53TN4	CYBR1_HUMAN	CYBRD1	Plasma membrane ascorbate-dependent reductase CYBRD1	7.11788e+06
Q562E7	WDR81_HUMAN	WDR81	WD repeat-containing protein 81	3.04121e+06
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	1.98369e+09
Q567U6	CCD93_HUMAN	CCDC93	Coiled-coil domain-containing protein 93	1.07175e+06
Q56VL3	OCAD2_HUMAN	OCIAD2	OCIA domain-containing protein 2	1.32828e+06
Q58FF6	H90B4_HUMAN	HSP90AB4P	Putative heat shock protein HSP 90-beta 4	3.41798e+07
Q5BJD5	TM41B_HUMAN	TMEM41B	Transmembrane protein 41B	2.80558e+06
Q5BKZ1	ZN326_HUMAN	ZNF326	DBIRD complex subunit ZNF326	3.07807e+06
Q5EBL4;Q969X0	RIPL1_HUMAN;RIPL2_HUMAN	RILPL1;RILPL2	RILP-like protein 1	1.16275e+06
Q5EBM0	CMPK2_HUMAN	CMPK2	UMP-CMP kinase 2, mitochondrial	3.29087e+06
Q5EG05	CAR16_HUMAN	CARD16	Caspase recruitment domain-containing protein 16	4.96894e+06
Q5F1R6	DJC21_HUMAN	DNAJC21	DnaJ homolog subfamily C member 21	702791
Q5H9L2;Q6IPX3;Q969E4	TCAL3_HUMAN;TCAL5_HUMAN;TCAL6_HUMAN	TCEAL3;TCEAL5;TCEAL6	Transcription elongation factor A protein-like 5	1.65598e+06
Q5H9R7	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	2.23283e+06
Q5HYI8	RABL3_HUMAN	RABL3	Rab-like protein 3	2.59689e+06
Q5HYK3	COQ5_HUMAN	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	1.41623e+06
Q5J8M3	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4	2.55257e+06
Q5JPH6	SYEM_HUMAN	EARS2	Probable glutamate--tRNA ligase, mitochondrial	1.51604e+06
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	1.93849e+06
Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	7.26811e+06
Q5JS37	NHLC3_HUMAN	NHLRC3	NHL repeat-containing protein 3	248682
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	2.36499e+06
Q5JSL3	DOC11_HUMAN	DOCK11	Dedicator of cytokinesis protein 11	3.74215e+06
Q5JSP0	FGD3_HUMAN	FGD3	FYVE, RhoGEF and PH domain-containing protein 3	1.16686e+06
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	211506
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	2.01799e+06
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	1.33581e+07
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	2.47824e+06
Q5JU69	TOR2A_HUMAN	TOR2A	Torsin-2A	538088
Q5JVF3	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	1.96972e+06
Q5K4L6	S27A3_HUMAN	SLC27A3	Long-chain fatty acid transport protein 3	1.98767e+06
Q5K651	SAMD9_HUMAN	SAMD9	Sterile alpha motif domain-containing protein 9	2.83304e+06
Q5KU26	COL12_HUMAN	COLEC12	Collectin-12	1.38038e+06
Q5NDL2	EOGT_HUMAN	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase	992249
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	367926
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	1.01686e+06
Q5R372	RBG1L_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like	1.62944e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	1.74613e+06
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	3.29035e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	858518
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	3.01013e+07
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	1.85464e+06
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	1.86954e+06
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	1.74798e+06
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	2.39626e+06
Q5T0N5	FBP1L_HUMAN	FNBP1L	Formin-binding protein 1-like	688795
Q5T0W9	FA83B_HUMAN	FAM83B	Protein FAM83B	1.16933e+06
Q5T0Z8	CF132_HUMAN	C6orf132	Uncharacterized protein C6orf132	1.02308e+06
Q5T160	SYRM_HUMAN	RARS2	Probable arginine--tRNA ligase, mitochondrial	825637
Q5T1J5;Q9Y6H1	CHCH2_HUMAN;CHCH9_HUMAN	CHCHD2;CHCHD2P9	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial	6.9694e+06
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	2.77429e+06
Q5T1V6	DDX59_HUMAN	DDX59	Probable ATP-dependent RNA helicase DDX59	500756
Q5T280	CI114_HUMAN	SPOUT1	Putative methyltransferase C9orf114	596264
Q5T2T1	MPP7_HUMAN	MPP7	MAGUK p55 subfamily member 7	476935
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	1.4653e+06
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	2.24174e+06
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	3.68551e+06
Q5T5C0	STXB5_HUMAN	STXBP5	Syntaxin-binding protein 5	1.6245e+06
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	5.93501e+06
Q5T653	RM02_HUMAN	MRPL2	Large ribosomal subunit protein uL2m	1.75002e+06
Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	669802
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	1.45927e+06
Q5T8D3	ACBD5_HUMAN	ACBD5	Acyl-CoA-binding domain-containing protein 5	910073
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	2.03664e+06
Q5T9A4	ATD3B_HUMAN	ATAD3B	ATPase family AAA domain-containing protein 3B	2.86869e+06
Q5T9C2	EEIG1_HUMAN	EEIG1	Early estrogen-induced gene 1 protein	563007
Q5T9L3	WLS_HUMAN	WLS	Protein wntless homolog	470287
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	2.77478e+06
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	6.44727e+06
Q5TBB1	RNH2B_HUMAN	RNASEH2B	Ribonuclease H2 subunit B	1.44203e+06
Q5TC12	ATPF1_HUMAN	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	270425
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	4.01659e+06
Q5TEC6	H37_HUMAN	H3-7	Histone H3-7	7.03852e+08
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	2.71057e+06
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	1.72263e+06
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	1.26261e+06
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	1.50453e+06
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	1.29215e+06
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	1.66068e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	1.59399e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	5.62922e+06
Q5VT79	AXA81_HUMAN	ANXA8L1	Annexin A8-like protein 1	8.55404e+06
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	3.99309e+06
Q5VTQ0	TT39B_HUMAN	TTC39B	Tetratricopeptide repeat protein 39B	369173
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	1.69057e+06
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	1.22646e+06
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	5.88649e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	2.51014e+06
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	1.1684e+06
Q5VWP2	TET5C_HUMAN	TENT5C	Terminal nucleotidyltransferase 5C	833422
Q5VWQ8	DAB2P_HUMAN	DAB2IP	Disabled homolog 2-interacting protein	1.12827e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	4.89773e+06
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	6.2993e+06
Q5VYY1	ANR22_HUMAN	ANKRD22	Ankyrin repeat domain-containing protein 22	954708
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	1.77845e+06
Q5VZF2;Q9NR56	MBNL1_HUMAN;MBNL2_HUMAN	MBNL1;MBNL2	Muscleblind-like protein 2	5.06158e+06
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	2.91301e+06
Q5XKP0	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13	2.02215e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	3.24931e+06
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	6.58733e+06
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	2.24124e+06
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	5.78058e+06
Q641Q2;Q9Y4E1	WAC2A_HUMAN;WAC2C_HUMAN	WASHC2A;WASHC2C	WASH complex subunit 2A	1.88405e+06
Q643R3	LPCT4_HUMAN	LPCAT4	Lysophospholipid acyltransferase LPCAT4	3.37911e+06
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	3.7654e+06
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	1.72616e+06
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	6.6707e+06
Q66LE6	2ABD_HUMAN	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	3.12746e+06
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	3.87807e+06
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	1.22901e+06
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	554923
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	361506
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	8.63798e+06
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	231869
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	1.99584e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	5.9296e+06
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	4.20619e+06
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	1.06126e+06
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	317345
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	1.32796e+06
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	7.26202e+06
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	1.89214e+06
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	3.93615e+06
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1.22786e+06
Q6DT37	MRCKG_HUMAN	CDC42BPG	Serine/threonine-protein kinase MRCK gamma	1.07705e+06
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	774613
Q6EMK4	VASN_HUMAN	VASN	Vasorin	526048
Q6F5E8	CARL2_HUMAN	CARMIL2	Capping protein, Arp2/3 and myosin-I linker protein 2	813675
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	5.00124e+06
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	2.33157e+06
Q6GTX8	LAIR1_HUMAN	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	2.97364e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	899192
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7 homolog	944543
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	1.91603e+06
Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	1.37677e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	6.57959e+06
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	1.36723e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	2.0079e+07
Q6ICG6	K0930_HUMAN	KIAA0930	Uncharacterized protein KIAA0930	1.27014e+07
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	2.92512e+06
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	2.16908e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	1.52232e+06
Q6IQ49	SDE2_HUMAN	SDE2	Splicing regulator SDE2	813434
Q6JBY9	CPZIP_HUMAN	RCSD1	CapZ-interacting protein	3.87758e+06
Q6K0P9	IFIX_HUMAN	PYHIN1	Pyrin and HIN domain-containing protein 1	1.05204e+06
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	3.36378e+06
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	3.36261e+06
Q6NSW5;Q8TCE6	DE10B_HUMAN;DEN10_HUMAN	DENND10;DENND10P1	Putative DENN domain-containing protein 10 B	424340
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	1.25321e+07
Q6NUM9	RETST_HUMAN	RETSAT	All-trans-retinol 13,14-reductase	787711
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	2.85263e+06
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	8.84336e+06
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	9.71758e+06
Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	2.85056e+07
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	2.47568e+06
Q6NY19	KANK3_HUMAN	KANK3	KN motif and ankyrin repeat domain-containing protein 3	8.75241e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	1.08079e+07
