Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_09.mzML
Q5J8M3	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4	5.81316e+06
Q5JPH6	SYEM_HUMAN	EARS2	Probable glutamate--tRNA ligase, mitochondrial	1.20595e+07
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	9.13788e+06
Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	5.72254e+07
Q5JS37	NHLC3_HUMAN	NHLRC3	NHL repeat-containing protein 3	3.49251e+06
Q5JS54	PSMG4_HUMAN	PSMG4	Proteasome assembly chaperone 4	3.49431e+06
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	2.65311e+06
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	3.78938e+06
Q5JTD0	TJAP1_HUMAN	TJAP1	Tight junction-associated protein 1	2.3696e+06
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	5.59734e+07
Q5JTJ3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog	8.17878e+06
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	1.56739e+07
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	8.84664e+06
Q5JU69	TOR2A_HUMAN	TOR2A	Torsin-2A	670760
Q5JVF3	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	2.98037e+06
Q5MNZ6	WIPI3_HUMAN	WDR45B	WD repeat domain phosphoinositide-interacting protein 3	3.96027e+06
Q5NDL2	EOGT_HUMAN	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase	1.56061e+06
Q5PRF9	SMAG2_HUMAN	SAMD4B	Protein Smaug homolog 2	3.12387e+06
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	1.76769e+06
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	5.82513e+06
Q5R372	RBG1L_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like	1.76981e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	7.82964e+06
Q5RI15	COX20_HUMAN	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial	1.24244e+07
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	9.3763e+06
Q5SNT2	TM201_HUMAN	TMEM201	Transmembrane protein 201	5.60848e+06
Q5SQI0	ATAT_HUMAN	ATAT1	Alpha-tubulin N-acetyltransferase 1	3.30805e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	5.71105e+06
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	5.09815e+07
Q5ST30	SYVM_HUMAN	VARS2	Valine--tRNA ligase, mitochondrial	9.38847e+06
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	4.6551e+06
Q5SXM2	SNPC4_HUMAN	SNAPC4	snRNA-activating protein complex subunit 4	729094
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	1.70874e+07
Q5SZD4	GLYL3_HUMAN	GLYATL3	Glycine N-acyltransferase-like protein 3	7.73978e+06
Q5T011	SZT2_HUMAN	SZT2	KICSTOR complex protein SZT2	397028
Q5T0B9	ZN362_HUMAN	ZNF362	Zinc finger protein 362	2.63049e+06
Q5T0D9	TPRGL_HUMAN	TPRG1L	Tumor protein p63-regulated gene 1-like protein	3.73329e+06
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	1.52291e+06
Q5T0N5	FBP1L_HUMAN	FNBP1L	Formin-binding protein 1-like	1.4748e+07
Q5T160	SYRM_HUMAN	RARS2	Probable arginine--tRNA ligase, mitochondrial	1.46115e+07
Q5T1C6	THEM4_HUMAN	THEM4	Acyl-coenzyme A thioesterase THEM4	4.33245e+06
Q5T1J5;Q9Y6H1	CHCH2_HUMAN;CHCH9_HUMAN	CHCHD2;CHCHD2P9	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial	5.03331e+07
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	1.90229e+06
Q5T1V6	DDX59_HUMAN	DDX59	Probable ATP-dependent RNA helicase DDX59	1.27646e+06
Q5T200	ZC3HD_HUMAN	ZC3H13	Zinc finger CCCH domain-containing protein 13	6.64818e+06
Q5T280	CI114_HUMAN	SPOUT1	Putative methyltransferase C9orf114	2.35059e+06
Q5T2R2	DPS1_HUMAN	PDSS1	All trans-polyprenyl-diphosphate synthase PDSS1	2.04476e+06
Q5T3I0	GPTC4_HUMAN	GPATCH4	G patch domain-containing protein 4	1.413e+06
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	1.4367e+07
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	5.18312e+06
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	2.95225e+07
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	1.36918e+07
Q5T5X7	BEND3_HUMAN	BEND3	BEN domain-containing protein 3	1.32253e+06
Q5T653	RM02_HUMAN	MRPL2	Large ribosomal subunit protein uL2m	8.61842e+06
Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	6.72686e+06
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	7.30946e+06
Q5T7N3	KANK4_HUMAN	KANK4	KN motif and ankyrin repeat domain-containing protein 4	1.14278e+07
Q5T7V8	GORAB_HUMAN	GORAB	RAB6-interacting golgin	1.65303e+07
Q5T7W0	ZN618_HUMAN	ZNF618	Zinc finger protein 618	1.46539e+06
Q5T8D3	ACBD5_HUMAN	ACBD5	Acyl-CoA-binding domain-containing protein 5	9.35866e+06
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	3.64142e+06
Q5T9A4	ATD3B_HUMAN	ATAD3B	ATPase family AAA domain-containing protein 3B	3.34881e+07
Q5T9L3	WLS_HUMAN	WLS	Protein wntless homolog	1.44196e+06
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	3.40999e+06
Q5TA50	CPTP_HUMAN	CPTP	Ceramide-1-phosphate transfer protein	2.4645e+06
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	6.65591e+06
Q5TAX3	TUT4_HUMAN	TUT4	Terminal uridylyltransferase 4	921872
Q5TBA9	FRY_HUMAN	FRY	Protein furry homolog	415157
Q5TBB1	RNH2B_HUMAN	RNASEH2B	Ribonuclease H2 subunit B	3.28275e+06
Q5TC12	ATPF1_HUMAN	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	3.2184e+06
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1.84631e+07
Q5TEC6	H37_HUMAN	H3-7	Histone H3-7	2.60517e+09
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	2.5916e+06
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	3.33416e+06
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	1.02932e+06
Q5TH69	BIG3_HUMAN	ARFGEF3	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	1.80748e+06
Q5TKA1	LIN9_HUMAN	LIN9	Protein lin-9 homolog	610097
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	4.14116e+06
Q5U5Q3	MEX3C_HUMAN	MEX3C	RNA-binding E3 ubiquitin-protein ligase MEX3C	1.07057e+07
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	1.89722e+06
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	2.5086e+06
Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	4.82609e+06
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	2.88609e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	4.03347e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	1.68381e+07
Q5VTB9	RN220_HUMAN	RNF220	E3 ubiquitin-protein ligase RNF220	1.93075e+06
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	8.88389e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	6.77419e+06
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	3.93531e+06
Q5VUA4	ZN318_HUMAN	ZNF318	Zinc finger protein 318	2.74473e+06
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	3.73373e+06
Q5VV42	CDKAL_HUMAN	CDKAL1	Threonylcarbamoyladenosine tRNA methylthiotransferase	5.46841e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	1.11277e+07
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	3.13679e+06
Q5VWJ9	SNX30_HUMAN	SNX30	Sorting nexin-30	7.33583e+06
Q5VWQ0	RSBN1_HUMAN	RSBN1	Lysine-specific demethylase 9	3.14155e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	4.40596e+06
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	1.89209e+07
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	6.74408e+06
Q5VZE5	NAA35_HUMAN	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	1.72066e+06
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	3.37099e+06
Q5VZL5	ZMYM4_HUMAN	ZMYM4	Zinc finger MYM-type protein 4	1.06864e+07
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	568081
Q5XUX1	FBXW9_HUMAN	FBXW9	F-box/WD repeat-containing protein 9	1.13484e+07
Q629K1	TRIQK_HUMAN	TRIQK	Triple QxxK/R motif-containing protein	9.6993e+06
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	1.24954e+07
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	712977
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	5.36158e+06
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	3.27859e+06
Q643R3	LPCT4_HUMAN	LPCAT4	Lysophospholipid acyltransferase LPCAT4	1.27378e+07
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	1.1006e+07
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	865999
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	7.28096e+06
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	1.44242e+07
Q66LE6	2ABD_HUMAN	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.07069e+06
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	9.87155e+06
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	692494
Q67FW5	B3GNL_HUMAN	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1	2.82483e+06
Q687X5	STEA4_HUMAN	STEAP4	Metalloreductase STEAP4	1.80074e+06
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	4.72877e+06
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	6.71463e+06
Q68CQ7	GL8D1_HUMAN	GLT8D1	Glycosyltransferase 8 domain-containing protein 1	2.18632e+06
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	697700
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	6.64518e+06
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	9.6059e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	6.46051e+06
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	7.16367e+06
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	7.44676e+06
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	595587
Q6AI12	ANR40_HUMAN	ANKRD40	Ankyrin repeat domain-containing protein 40	4.48831e+06
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	7.14104e+06
Q6BDS2	BLT3A_HUMAN	BLTP3A	Bridge-like lipid transfer protein family member 3A	741608
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	9.06091e+06
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	1.37127e+07
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	8.35246e+06
Q6DKK2	TTC19_HUMAN	TTC19	Tetratricopeptide repeat protein 19, mitochondrial	4.38964e+06
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1.07662e+06
Q6DT37	MRCKG_HUMAN	CDC42BPG	Serine/threonine-protein kinase MRCK gamma	3.88267e+06
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	6.35895e+06
Q6EMK4	VASN_HUMAN	VASN	Vasorin	2.58471e+06
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	2.03308e+07
Q6FIF0	ZFAN6_HUMAN	ZFAND6	AN1-type zinc finger protein 6	787760
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	6.29114e+06
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	1.01736e+07
Q6GQQ9	OTU7B_HUMAN	OTUD7B	OTU domain-containing protein 7B	2.77824e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	2.11112e+06
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7 homolog	5.60492e+06
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	2.70477e+06
Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	7.82856e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	1.54152e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	4.43649e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	3.21298e+07
Q6ICG6	K0930_HUMAN	KIAA0930	Uncharacterized protein KIAA0930	1.39394e+06
Q6IN84	MRM1_HUMAN	MRM1	rRNA methyltransferase 1, mitochondrial	5.80149e+06
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	6.52654e+06
Q6IPR1	ETFR1_HUMAN	ETFRF1	Electron transfer flavoprotein regulatory factor 1	1.35482e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	3.76914e+06
Q6IQ49	SDE2_HUMAN	SDE2	Splicing regulator SDE2	2.51738e+06
Q6ISB3	GRHL2_HUMAN	GRHL2	Grainyhead-like protein 2 homolog	4.3234e+06
Q6JQN1	ACD10_HUMAN	ACAD10	Acyl-CoA dehydrogenase family member 10	1.74897e+07
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	8.48376e+06
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	9.25932e+06
Q6MZZ7	CAN13_HUMAN	CAPN13	Calpain-13	3.50879e+06
Q6NSJ0	MYORG_HUMAN	MYORG	Myogenesis-regulating glycosidase	1.06441e+06
Q6NSW5;Q8TCE6	DE10B_HUMAN;DEN10_HUMAN	DENND10;DENND10P1	Putative DENN domain-containing protein 10 B	2.37361e+06
Q6NUJ5	PWP2B_HUMAN	PWWP2B	PWWP domain-containing protein 2B	2.02495e+06
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	4.23075e+07
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	3.79963e+06
Q6NUS6	TECT3_HUMAN	TCTN3	Tectonic-3	546416
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	2.21939e+07
Q6NWY9	PR40B_HUMAN	PRPF40B	Pre-mRNA-processing factor 40 homolog B	1.94556e+06
Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	1.04171e+08
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	2.86946e+07
Q6NXR4	TTI2_HUMAN	TTI2	TELO2-interacting protein 2	404069
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	8.21709e+06
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	8.0854e+06
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	9.69e+06
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	8.72693e+06
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	8.74355e+06
Q6P161	RM54_HUMAN	MRPL54	Large ribosomal subunit protein mL54	9.0323e+06
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	4.5212e+06
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	2.93759e+07
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1	4.11155e+06
Q6P1L5	F117B_HUMAN	FAM117B	Protein FAM117B	1.04443e+06
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	8.60506e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	2.54381e+06
Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	5.61937e+06
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	8.91643e+06
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	1.13451e+07
Q6P1Q9	MET2B_HUMAN	METTL2B	tRNA N(3)-methylcytidine methyltransferase METTL2B	1.38224e+06
Q6P1R4	DUS1L_HUMAN	DUS1L	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	3.32531e+06
Q6P1X5	TAF2_HUMAN	TAF2	Transcription initiation factor TFIID subunit 2	4.96479e+06
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	2.84372e+07
Q6P2C8	MED27_HUMAN	MED27	Mediator of RNA polymerase II transcription subunit 27	1.82061e+06
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	1.86121e+07
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	3.35144e+07
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	4.58834e+06
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	5.95315e+06
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	1.57853e+06
Q6P4E1	GOLM2_HUMAN	GOLM2	Protein GOLM2	2.23421e+06
Q6P4I2	WDR73_HUMAN	WDR73	WD repeat-containing protein 73	4.6744e+06
Q6P4Q7	CNNM4_HUMAN	CNNM4	Metal transporter CNNM4	1.5696e+06
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	1.19828e+06
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	4.92039e+06
Q6P6C2	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5	3.18987e+06
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	3.31284e+07
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	6.65959e+06
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	5.08834e+06
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	8.95174e+06
Q6PCB5	RSBNL_HUMAN	RSBN1L	Lysine-specific demethylase RSBN1L	1.62378e+06
Q6PCB6	AB17C_HUMAN	ABHD17C	Alpha/beta hydrolase domain-containing protein 17C	533501
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	906748
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	2.09093e+07
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	1.58882e+07
Q6PD74	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34	2.84451e+06
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	5.0934e+06
Q6PH81	CP087_HUMAN	C16orf87	UPF0547 protein C16orf87	588909
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	3.49264e+07
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	1.27504e+07
Q6PI98	IN80C_HUMAN	INO80C	INO80 complex subunit C	3.6608e+06
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	2.11808e+06
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	5.31886e+06
Q6PJG2	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein	2.82169e+06
Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	2.25021e+06
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	1.06394e+07
Q6PK04	CC137_HUMAN	CCDC137	Coiled-coil domain-containing protein 137	3.25232e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	2.61976e+07
Q6PL18	ATAD2_HUMAN	ATAD2	ATPase family AAA domain-containing protein 2	1.67296e+06
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	4.06892e+06
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	7.27458e+06
Q6QNY1	BL1S2_HUMAN	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	5.72371e+06
Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74	6.78427e+06
Q6RW13	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein	3.26832e+06
Q6SPF0	SAMD1_HUMAN	SAMD1	Sterile alpha motif domain-containing protein 1	4.36305e+06
Q6STE5	SMRD3_HUMAN	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	291373
Q6T4R5	NHS_HUMAN	NHS	Actin remodeling regulator NHS	1.76191e+06
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	3.01247e+07
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	805014
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	1.54719e+07
Q6UUV9	CRTC1_HUMAN	CRTC1	CREB-regulated transcription coactivator 1	8.28078e+06
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	3.47332e+06
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	772664
Q6UW56	ARAID_HUMAN	ATRAID	All-trans retinoic acid-induced differentiation factor	1.78286e+06
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	1.35304e+07
Q6UWP2	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11	1.62162e+06
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	7.52573e+06
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	2.09378e+06
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	9.07696e+06
Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4	3.49112e+06
Q6UX07	DHR13_HUMAN	DHRS13	Dehydrogenase/reductase SDR family member 13	824510
Q6UX53	TMT1B_HUMAN	TMT1B	Thiol S-methyltransferase TMT1B	1.0065e+07
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	3.8027e+06
Q6UXG2	ELAP1_HUMAN	ELAPOR1	Endosome/lysosome-associated apoptosis and autophagy regulator 1	8.13178e+06
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	2.63046e+07
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	2.64627e+06
Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	1.54123e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	1.27789e+07
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	6.30487e+06
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	3.806e+06
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	8.50466e+06
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	6.32476e+07
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	6.42435e+06
Q6YHU6	THADA_HUMAN	THADA	tRNA (32-2'-O)-methyltransferase regulator THADA	1.21157e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	8.7036e+06
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	8.7517e+06
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	5.66024e+06
Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3	371103
Q6ZN17	LN28B_HUMAN	LIN28B	Protein lin-28 homolog B	2.93561e+06
Q6ZNB6	NFXL1_HUMAN	NFXL1	NF-X1-type zinc finger protein NFXL1	3.80731e+06
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	Neurobeachin-like protein 2	2.58359e+06
Q6ZNW5	GDPP1_HUMAN	GDPGP1	GDP-D-glucose phosphorylase 1	1.95727e+06
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	4.15236e+06
Q6ZRS2	SRCAP_HUMAN	SRCAP	Helicase SRCAP	3.7176e+06
Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H	3.71222e+06
Q6ZRY4	RBPS2_HUMAN	RBPMS2	RNA-binding protein with multiple splicing 2	773632
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	5.17403e+06
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	2.11512e+06
Q6ZT12	UBR3_HUMAN	UBR3	E3 ubiquitin-protein ligase UBR3	1.11202e+06
