Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
P82914	RT15_HUMAN	MRPS15	28S ribosomal protein S15, mitochondrial	3.5e+06
P82921	RT21_HUMAN	MRPS21	28S ribosomal protein S21, mitochondrial	3.76403e+06
P82930	RT34_HUMAN	MRPS34	28S ribosomal protein S34, mitochondrial	1.03622e+07
P82932	RT06_HUMAN	MRPS6	28S ribosomal protein S6, mitochondrial	8.531e+06
P82933	RT09_HUMAN	MRPS9	28S ribosomal protein S9, mitochondrial	7.55109e+06
P82970	HMGN5_HUMAN	HMGN5	High mobility group nucleosome-binding domain-containing protein 5	3.72004e+07
P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein	4.48448e+07
P83111	LACTB_HUMAN	LACTB	Serine beta-lactamase-like protein LACTB, mitochondrial	1.61934e+06
P83388	AMDL_CAEEL	pamn-1	Probable peptidyl-glycine alpha-amidating monooxygenase pamn-1	2.40393e+06
P83731	RL24_HUMAN	RPL24	60S ribosomal protein L24	1.44245e+08
P83881	RL36A_HUMAN	RPL36A	60S ribosomal protein L36a	1.57548e+08
P83916	CBX1_HUMAN	CBX1	Chromobox protein homolog 1	1.82667e+07
P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	2.90907e+07
P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	5.78119e+07
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG	4.45834e+06
P84098	RL19_HUMAN	RPL19	60S ribosomal protein L19	2.50369e+08
P84101	SERF2_HUMAN	SERF2	Small EDRK-rich factor 2	1.19623e+07
P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	1.36946e+08
P85037	FOXK1_HUMAN	FOXK1	Forkhead box protein K1	1.38085e+07
P86790;P86791	CCZ1B_HUMAN;CCZ1_HUMAN	CCZ1;CCZ1B	Vacuolar fusion protein CCZ1 homolog B	6.3337e+06
P87108	TIM10_YEAST	TIM10	Mitochondrial import inner membrane translocase subunit TIM10	1.55891e+07
P89105	CTR9_YEAST	CTR9	RNA polymerase-associated protein CTR9	719693
P89886	TMA20_YEAST	TMA20	Translation machinery-associated protein 20	4.84466e+06
P90783	PAF1_CAEEL	pafo-1	RNA polymerase II-associated factor 1 homolog	602000
P90789	NDUB7_CAEEL	D2030.4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	1.13805e+07
P90795	GPDM_CAEEL	gpdh-3	Probable glycerol-3-phosphate dehydrogenase, mitochondrial	6.00825e+06
P90815	RU1C_CAEEL	F08B4.7	U1 small nuclear ribonucleoprotein C	2.47079e+06
P90850	YCF2E_CAEEL	F26E4.3	Uncharacterized peptidase C1-like protein F26E4.3	1.42683e+06
P90893	YM9I_CAEEL	F56F10.1	Putative serine protease F56F10.1	4.3797e+06
P90897	RDE12_CAEEL	rde-12	DEAD-box ATP-dependent RNA helicase rde-12	2.77674e+06
P90900	IFA4_CAEEL	ifa-4	Intermediate filament protein ifa-4	1.07501e+07
P90901	IFA1_CAEEL	ifa-1	Intermediate filament protein ifa-1	7.33467e+07
P90916	LIN53_CAEEL	lin-53	Probable histone-binding protein lin-53	9.4225e+07
P90921	ATPL1_CAEEL	asg-1	Probable ATP synthase subunit g 1, mitochondrial	1.01041e+07
P90925	PH4H_CAEEL	pah-1	Phenylalanine-4-hydroxylase	6.23477e+06
P90978	U2AF2_CAEEL	uaf-1	Splicing factor U2AF 65 kDa subunit	6.26757e+06
P90980	KPC2_CAEEL	pkc-2	Protein kinase C-like 2	1.01923e+06
P90992	M2OM_CAEEL	misc-1	Mitochondrial 2-oxoglutarate/malate carrier protein	1.51432e+06
P90993	RM41_CAEEL	mrpl-41	39S ribosomal protein L41, mitochondrial	1.24174e+07
P90994	DJ11_CAEEL	djr-1.1	Glutathione-independent glyoxalase DJR-1.1	8.01792e+06
P91127	TPPP_CAEEL	tppp-1	Tubulin polymerization-promoting protein homolog	1.06364e+07
P91128	RL13_CAEEL	rpl-13	60S ribosomal protein L13	1.57998e+08
P91134	PURA_CAEEL	adss-1	Adenylosuccinate synthetase	1.08302e+07
P91240	SRP72_CAEEL	srpa-72	Signal recognition particle subunit SRP72	6.33903e+06
P91252	GST6_CAEEL	gst-6	Probable glutathione S-transferase 6	3.44768e+06
P91253	GST7_CAEEL	gst-7	Probable glutathione S-transferase 7	2.59658e+07
P91268	PGAL_CAEEL	pgal-1	Probable peptidyl-alpha-hydroxyglycine alpha-amidating lyase pgal-1	401936
P91276	IMA2_CAEEL	ima-2	Importin subunit alpha-2	5.19228e+06
P91277	HRPK1_CAEEL	hrpk-1	Heterogeneous nuclear ribonucleoprotein K homolog	1.23876e+07
P91285	DPY5_CAEEL	dpy-5	Cuticle collagen dpy-5	4.83354e+06
P91303	VATG_CAEEL	vha-10	Probable V-type proton ATPase subunit G	4.48171e+07
P91318	RRP15_CAEEL	F53E10.6	RRP15-like protein	1.85801e+06
P91341	PWP2_CAEEL	F55F8.3	Periodic tryptophan protein 2 homolog	434787
P91343	WDR12_CAEEL	wdr-12	Ribosome biogenesis protein WDR12 homolog	3.95197e+06
P91349	SPD5_CAEEL	spd-5	Spindle-defective protein 5	1.91403e+06
P91353	RM24_CAEEL	mrpl-24	Probable 39S ribosomal protein L24, mitochondrial	3.14275e+06
P91374	RL15_CAEEL	rpl-15	60S ribosomal protein L15	8.82115e+07
P91375	YN1I_CAEEL	K11H12.1	Putative bolA-like protein K11H12.1	926291
P91390	RPN2_CAEEL	ostd-1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	4.15868e+06
P91406	GCP2_CAEEL	gcp-2.1	Glutamate carboxypeptidase 2 homolog	1.02996e+06
P91408	AGT2L_CAEEL	eppl-1	Ethanolamine-phosphate phospho-lyase homolog 1	2.24908e+06
P91427	PGK_CAEEL	pgk-1	Probable phosphoglycerate kinase	3.00208e+07
P91430	UBA5_CAEEL	uba-5	Ubiquitin-like modifier-activating enzyme 5	3.69976e+06
P91455	APT_CAEEL	T19B4.3	Adenine phosphoribosyltransferase	3.01915e+07
P91477	PSB2_CAEEL	pbs-4	Proteasome subunit beta type-2	1.04355e+07
P91499	SSP16_CAEEL	ssp-16	Sperm-specific class P protein 16	1.3453e+06
P91856	SERC_CAEEL	F26H9.5	Probable phosphoserine aminotransferase	5.82863e+06
P91859	MAP11_CAEEL	maph-1.1	Microtubule-associated protein homolog maph-1.1	1.58213e+07
P91910	TBA3_CAEEL	mec-12	Tubulin alpha-3 chain	6.55026e+08
P91913	RLA1_CAEEL	rla-1	60S acidic ribosomal protein P1	3.3006e+08
P91914	RL27_CAEEL	rpl-27	60S ribosomal protein L27	7.40268e+07
P91917	OLA1_CAEEL	ola-1	Obg-like ATPase 1	5.36841e+07
P91918	RSMB_CAEEL	snr-2	Probable small nuclear ribonucleoprotein-associated protein B	7.00875e+06
P98080	UCR1_CAEEL	ucr-1	Cytochrome b-c1 complex subunit 1, mitochondrial	1.04472e+08
P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	1.65124e+07
P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	1.12286e+07
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	2.15136e+07
P98194	AT2C1_HUMAN	ATP2C1	Calcium-transporting ATPase type 2C member 1	735296
P98196	AT11A_HUMAN	ATP11A	Probable phospholipid-transporting ATPase IH	788204
P99999	CYC_HUMAN	CYCS	Cytochrome c	6.66206e+07
Q00055	GPD1_YEAST	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	7.82877e+07
Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	3.09638e+07
Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform	8.86842e+06
Q00245	RHO3_YEAST	RHO3	GTP-binding protein RHO3	7.69291e+06
Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	1.38877e+08
Q00341	VIGLN_HUMAN	HDLBP	Vigilin	1.10764e+07
Q00362	2ABA_YEAST	CDC55	Protein phosphatase PP2A regulatory subunit B	2.25838e+07
Q00402	NUM1_YEAST	NUM1	Nuclear migration protein NUM1	8.27617e+06
Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	7.09267e+06
Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6	1.58963e+06
Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent-like kinase 5	1.34143e+06
Q00536	CDK16_HUMAN	CDK16	Cyclin-dependent kinase 16	574122
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	1.03223e+08
Q00587	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1	2.39483e+06
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	7.05554e+07
Q00613	HSF1_HUMAN	HSF1	Heat shock factor protein 1	1.62467e+06
Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	1.16603e+07
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	6.25222e+07
Q00711	SDHA_YEAST	SDH1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.78142e+07
Q00764	TPS1_YEAST	TPS1	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit	6.60466e+07
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	2.13587e+07
Q00772	SLT2_YEAST	SLT2	Mitogen-activated protein kinase SLT2/MPK1	507613
Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	7.76441e+07
Q00816	REG1_YEAST	REG1	Resistance to glucose repression protein 1	2.65942e+06
Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	5.18126e+08
Q00955	ACAC_YEAST	ACC1	Acetyl-CoA carboxylase	3.16664e+07
Q01080	RPA49_YEAST	RPA49	DNA-directed RNA polymerase I subunit RPA49	2.19801e+06
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	7.33673e+07
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	1.87503e+07
Q01105	SET_HUMAN	SET	Protein SET	3.38549e+08
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	2.1236e+08
Q01159	MCE1_YEAST	CEG1	mRNA-capping enzyme subunit alpha	718970
Q01163	RT23_YEAST	RSM23	37S ribosomal protein S23, mitochondrial	3.39817e+06
Q01217	ARG56_YEAST	ARG5,6	Protein ARG5,6, mitochondrial	1.56697e+07
Q01415	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase	6.65928e+06
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	5.07481e+06
Q01477	UBP3_YEAST	UBP3	Ubiquitin carboxyl-terminal hydrolase 3	5.32549e+06
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	4.22054e+07
Q01519	COX12_YEAST	COX12	Cytochrome c oxidase subunit 12, mitochondrial	4.00839e+07
Q01532	BLH1_YEAST	LAP3	Cysteine proteinase 1, mitochondrial	3.27478e+07
Q01560	NOP3_YEAST	NPL3	Nucleolar protein 3	3.19218e+07
Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	3.55475e+07
Q01628	IFM3_HUMAN	IFITM3	Interferon-induced transmembrane protein 3	2.53653e+07
Q01630	UNC33_CAEEL	unc-33	Protein unc-33	2.09751e+06
Q01650	LAT1_HUMAN	SLC7A5	Large neutral amino acids transporter small subunit 1	7.49989e+07
Q01658	NC2B_HUMAN	DR1	Protein Dr1	9.92095e+06
Q01662	MAP1_YEAST	MAP1	Methionine aminopeptidase 1	3.53166e+06
Q01664	TFAP4_HUMAN	TFAP4	Transcription factor AP-4	4.84373e+06
Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	1.77624e+07
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	5.75176e+07
Q01814	AT2B2_HUMAN	ATP2B2	Plasma membrane calcium-transporting ATPase 2	6.80907e+06
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	6.60202e+06
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	2.02954e+07
Q01852	TIM44_YEAST	TIM44	Mitochondrial import inner membrane translocase subunit TIM44	4.34426e+06
Q01855	RS15_YEAST	RPS15	40S ribosomal protein S15	2.16361e+08
Q01939	PRS8_YEAST	RPT6	26S proteasome regulatory subunit 8 homolog	1.26856e+07
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	8.90406e+06
Q01976	ADPP_YEAST	YSA1	ADP-ribose pyrophosphatase	2.01636e+07
Q02040	AK17A_HUMAN	AKAP17A	A-kinase anchor protein 17A	8.17302e+06
Q02046	MTD1_YEAST	MTD1	Methylenetetrahydrofolate dehydrogenase [NAD(+)]	2.9682e+06
Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	6.22209e+06
Q02196	KAPS_YEAST	MET14	Adenylyl-sulfate kinase	1.27055e+07
Q02199	NUP49_YEAST	NUP49	Nucleoporin NUP49/NSP49	7.22244e+06
Q02201	OSH6_YEAST	OSH6	Oxysterol-binding protein homolog 6	2.51201e+06
Q02204	RM13_YEAST	MRPL13	54S ribosomal protein L13, mitochondrial	1.9422e+06
Q02207	FOX2_YEAST	FOX2	Peroxisomal hydratase-dehydrogenase-epimerase	8.14379e+06
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase, mitochondrial	1.47099e+07
Q02241	KIF23_HUMAN	KIF23	Kinesin-like protein KIF23	4.82637e+06
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	7.47014e+06
Q02256	PVH1_YEAST	YVH1	Tyrosine-protein phosphatase YVH1	1.13055e+06
Q02326	RL6A_YEAST	RPL6A	60S ribosomal protein L6-A	1.05394e+08
Q02328	SLAP2_CAEEL	hipr-1	Huntington interacting protein related 1	1.44428e+06
Q02332	PDHK2_CAEEL	pdhk-2	Probable [pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial	839844
Q02335	TOM70_CAEEL	tomm-70	Mitochondrial import receptor subunit tomm-70	2.86743e+06
Q02338	BDH_HUMAN	BDH1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	967410
Q02388	CO7A1_HUMAN	COL7A1	Collagen alpha-1(VII) chain	1.42343e+07
Q02486	ABF2_YEAST	ABF2	ARS-binding factor 2, mitochondrial	4.40781e+07
Q02543	RL18A_HUMAN	RPL18A	60S ribosomal protein L18a	1.31997e+08
Q02629	NU100_YEAST	NUP100	Nucleoporin NUP100/NSP100	905986
Q02630	NU116_YEAST	NUP116	Nucleoporin NUP116/NSP116	1.79798e+06
Q02642	NACB1_YEAST	EGD1	Nascent polypeptide-associated complex subunit beta-1	1.06628e+08
Q02647	DYL1_YEAST	DYN2	Dynein light chain 1, cytoplasmic	5.79678e+06
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	2.5551e+07
Q02753;Q12672	RL21A_YEAST;RL21B_YEAST	RPL21A;RPL21B	60S ribosomal protein L21-A	1.21023e+08
Q02772	PT191_YEAST	PET191	Mitochondrial protein PET191	1.9988e+06
Q02776	TIM50_YEAST	TIM50	Mitochondrial import inner membrane translocase subunit TIM50	2.9211e+06
Q02784	GLRX5_YEAST	GRX5	Monothiol glutaredoxin-5, mitochondrial	4.97471e+06
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	7.34568e+07
Q02795	OSTD_YEAST	SWP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1	4.04073e+06
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	2.33292e+07
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	7.21518e+06
Q02821	IMA1_YEAST	SRP1	Importin subunit alpha	7.31366e+06
Q02875	SYH1_YEAST	SYH1	SMY2 homolog 2	1.53155e+06
Q02878	RL6_HUMAN	RPL6	60S ribosomal protein L6	3.08842e+08
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	1.51938e+07
Q02890	PNG1_YEAST	PNG1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	9.94476e+06
Q02931	UTP17_YEAST	NAN1	NET1-associated nuclear protein 1	164920
Q02932	KA120_YEAST	KAP120	Importin beta-like protein KAP120	500318
Q02933	RNY1_YEAST	RNY1	Ribonuclease T2-like	3.57853e+06
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	7.97753e+06
Q02959	HOS3_YEAST	HOS3	Histone deacetylase HOS3	985178
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	4.05713e+06
Q03010	UME1_YEAST	UME1	Transcriptional regulatory protein UME1	932783
Q03034	FDC1_YEAST	FDC1	Ferulic acid decarboxylase 1	2.21491e+06
Q03048	COFI_YEAST	COF1	Cofilin	1.16031e+08
Q03063	DIG1_YEAST	DIG1	Down-regulator of invasive growth 1	1.42167e+06
Q03088	SVL3_YEAST	SVL3	Styryl dye vacuolar localization protein 3	2.2231e+06
Q03102	YMN1_YEAST	YML131W	Uncharacterized membrane protein YML131W	5.8043e+06
Q03103	ERO1_YEAST	ERO1	Endoplasmic oxidoreductin-1	4.38386e+06
Q03104	MSC1_YEAST	MSC1	Meiotic sister chromatid recombination protein 1	3.34154e+07
Q03124	RSC9_YEAST	RSC9	Chromatin structure-remodeling complex subunit RSC9	399518
Q03148	SNZ1_YEAST	SNZ1	Pyridoxal 5'-phosphate synthase subunit SNZ1	3.74618e+07
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	1.61828e+07
Q03161	YMY9_YEAST	YMR099C	Glucose-6-phosphate 1-epimerase	1.13935e+07
Q03164	KMT2A_HUMAN	KMT2A	Histone-lysine N-methyltransferase 2A	860644
Q03169	TNAP2_HUMAN	TNFAIP2	Tumor necrosis factor alpha-induced protein 2	8.66602e+06
Q03195	RLI1_YEAST	RLI1	Translation initiation factor RLI1	7.56779e+06
Q03201	RT10_YEAST	RSM10	37S ribosomal protein S10, mitochondrial	1.38765e+06
Q03206	RAC1_CAEEL	ced-10	Ras-related protein ced-10	937448
Q03219	YM44_YEAST	YMR178W	Uncharacterized protein YMR178W	3.61925e+06
Q03231	YM46_YEAST	YMR181C	Uncharacterized protein YMR181C	644683
Q03246	RT17_YEAST	MRPS17	37S ribosomal protein S17, mitochondrial	763518
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	2.0253e+07
Q03262	PGM3_YEAST	PRM15	Phosphoribomutase	1.48475e+06
Q03264	NGL2_YEAST	NGL2	RNA exonuclease NGL2	1.27469e+06
Q03323	SDC1_YEAST	SDC1	COMPASS component SDC1	2.16359e+06
Q03337	TRS31_YEAST	TRS31	Trafficking protein particle complex subunit 31	708531
Q03362	YD476_YEAST	YDR476C	Uncharacterized protein YDR476C	1.76641e+06
Q03390	VPS60_YEAST	VPS60	Vacuolar protein-sorting-associated protein 60	2.41633e+06
Q03429	MZM1_YEAST	MZM1	Mitochondrial zinc maintenance protein 1, mitochondrial	951817
Q03430	RSM28_YEAST	RSM28	37S ribosomal protein RSM28, mitochondrial	3.56257e+06
Q03435	NHP10_YEAST	NHP10	Non-histone protein 10	821201
Q03497	STE20_YEAST	STE20	Serine/threonine-protein kinase STE20	2.63274e+06
Q03518	TAP1_HUMAN	TAP1	Antigen peptide transporter 1	4.95524e+06
Q03519	TAP2_HUMAN	TAP2	Antigen peptide transporter 2	3.57436e+06
Q03529	SCS7_YEAST	SCS7	Ceramide very long chain fatty acid hydroxylase SCS7	478740
Q03532	HAS1_YEAST	HAS1	ATP-dependent RNA helicase HAS1	1.78954e+06
Q03533	TDA1_YEAST	TDA1	Serine/threonine-protein kinase TDA1	1.93305e+06
Q03557	GATA_YEAST	HER2	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	538921
Q03558	OYE2_YEAST	OYE2	NADPH dehydrogenase 2	5.21871e+07
Q03559	YM8V_YEAST	YMR295C	Uncharacterized protein YMR295C	6.52705e+06
Q03564	YKD6_CAEEL	B0464.6	Uncharacterized protein B0464.6	499148
Q03565	BAF1_CAEEL	baf-1	Barrier-to-autointegration factor 1	2.3759e+07
Q03575	TTR5_CAEEL	ttr-5	Transthyretin-like protein 5	1.56777e+07
Q03577	SYDC_CAEEL	dars-1	Aspartate--tRNA ligase, cytoplasmic	5.87081e+07
Q03598	UFC1_CAEEL	ufc-1	Ubiquitin-fold modifier-conjugating enzyme 1	629607
Q03629	YMH9_YEAST	YML079W	Uncharacterized protein YML079W	2.57768e+06
Q03640	TCB3_YEAST	TCB3	Tricalbin-3	2.31021e+07
Q03655	GAS3_YEAST	GAS3	Probable 1,3-beta-glucanosyltransferase GAS3	625898
Q03677	MTND_YEAST	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	3.91907e+06
Q03690	CLU_YEAST	CLU1	Clustered mitochondria protein 1	2.42451e+07
Q03691	ROT1_YEAST	ROT1	Protein ROT1	469271
Q03701	CEBPZ_HUMAN	CEBPZ	CCAAT/enhancer-binding protein zeta	1.9066e+07
Q03705	CG121_YEAST	CGI121	EKC/KEOPS complex subunit CGI121	889419
Q03713	RCF1_YEAST	RCF1	Respiratory supercomplex factor 1, mitochondrial	2.36906e+06
Q03761	TAF12_YEAST	TAF12	Transcription initiation factor TFIID subunit 12	2.49167e+06
Q03769	ENT5_YEAST	ENT5	Epsin-5	734233
Q03774	TRM82_YEAST	TRM82	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82	365116
Q03778	RIFK_YEAST	FMN1	Riboflavin kinase	935635
Q03786	GNTK_YEAST	YDR248C	Probable gluconokinase	5.30875e+06
Q03790	NUP53_YEAST	NUP53	Nucleoporin NUP53	1.36321e+06
Q03835	GLRX3_YEAST	GRX3	Monothiol glutaredoxin-3	3.98776e+06
Q03862	ARX1_YEAST	ARX1	Probable metalloprotease ARX1	2.66659e+06
Q03921	DOP1_YEAST	DOP1	Protein dopey	523191
Q03940	RUVB1_YEAST	RVB1	RuvB-like protein 1	1.4364e+07
Q03973	HMO1_YEAST	HMO1	High mobility group protein 1	1.13999e+07
Q03976	RT24_YEAST	RSM24	37S ribosomal protein S24, mitochondrial	6.23339e+06
Q04013	YHM2_YEAST	YHM2	Citrate/oxoglutarate carrier protein	1.56427e+07
Q04062	RPN9_YEAST	RPN9	26S proteasome regulatory subunit RPN9	9.64762e+06
Q04067	EIF3G_YEAST	TIF35	Eukaryotic translation initiation factor 3 subunit G	1.92296e+07
Q04080	GPI17_YEAST	GPI17	GPI transamidase component GPI17	1.52793e+06
Q04081	LCMT1_YEAST	PPM1	Leucine carboxyl methyltransferase 1	483476
Q04119	PPN1_YEAST	PPN1	Endopolyphosphatase	2.22343e+06
Q04120	TSA2_YEAST	TSA2	Peroxiredoxin TSA2	1.73668e+07
Q04170	YD391_YEAST	YDR391C	Uncharacterized protein YDR391C	975396
Q04175	SXM1_YEAST	SXM1	Importin beta SMX1	2.44718e+06
Q04178	HPRT_YEAST	HPT1	Hypoxanthine-guanine phosphoribosyltransferase	5.23847e+06
Q04201	CUE4_YEAST	CUE4	CUE domain-containing protein CUE4	1.00347e+06
Q04206	TF65_HUMAN	RELA	Transcription factor p65	6.41975e+06
Q04212	ARA2_YEAST	ARA2	D-arabinose 1-dehydrogenase	4.75147e+06
Q04225	RRB1_YEAST	RRB1	Ribosome assembly protein RRB1	3.43884e+06
Q04279	SEG1_YEAST	SEG1	Eisosome protein SEG1	3.46901e+06
Q04299	YMX7_YEAST	YMR087W	Probable ADP-ribose 1''-phosphate phosphatase YML087W	554650
Q04304	YMY0_YEAST	YMR090W	UPF0659 protein YMR090W	1.8601e+07
Q04305	UTP15_YEAST	UTP15	U3 small nucleolar RNA-associated protein 15	1.63626e+06
Q04311	VMS1_YEAST	VMS1	Protein VMS1	272602
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	1.57494e+07
Q04336	YM54_YEAST	YMR196W	Uncharacterized protein YMR196W	1.03636e+07
Q04338	VTI1_YEAST	VTI1	t-SNARE VTI1	2.51705e+06
Q04341	MIX14_YEAST	MIX14	Mitochondrial intermembrane space cysteine motif-containing protein MIX14	3.93922e+06
Q04344	HNT1_YEAST	HNT1	Hit family protein 1	5.72526e+06
Q04371	ARMT1_YEAST	YMR027W	Damage-control phosphatase YMR027W	1.44716e+07
Q04401	SDHF3_YEAST	SDH7	Succinate dehydrogenase assembly factor 3, mitochondrial	4.72389e+06
Q04409	EMI2_YEAST	EMI2	Putative glucokinase-2	2.82946e+07
Q04410	GRH1_YEAST	GRH1	GRASP65 homolog protein 1	1.06351e+06
Q04430	PANK_YEAST	CAB1	Pantothenate kinase CAB1	2.19035e+06
Q04432	HSP31_YEAST	HSP31	Glutathione-independent glyoxalase HSP31	2.18113e+08
Q04438	SPG4_YEAST	SPG4	Stationary phase protein 4	1.06226e+07
Q04439	MYO5_YEAST	MYO5	Myosin-5	4.02796e+06
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	2.84532e+07
Q04457	EST1_CAEEL	ges-1	Gut esterase 1	3.65273e+06
Q04458	HFD1_YEAST	HFD1	Fatty aldehyde dehydrogenase HFD1	1.00558e+07
Q04491	SEC13_YEAST	SEC13	Protein transport protein SEC13	1.36704e+07
Q04493	PFD5_YEAST	GIM5	Prefoldin subunit 5	4.31211e+06
Q04599	RM01_YEAST	MRPL1	54S ribosomal protein L1, mitochondrial	3.18033e+06
Q04636	POB3_YEAST	POB3	FACT complex subunit POB3	8.38441e+06
Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	4.45467e+07
Q04656	ATP7A_HUMAN	ATP7A	Copper-transporting ATPase 1	3.82091e+06
Q04660	ERB1_YEAST	ERB1	Ribosome biogenesis protein ERB1	1.64385e+06
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	1.64801e+08
Q04697	GSF2_YEAST	GSF2	Glucose-signaling factor 2	1.14214e+07
Q04721	NOTC2_HUMAN	NOTCH2	Neurogenic locus notch homolog protein 2	1.6863e+06
Q04726	TLE3_HUMAN	TLE3	Transducin-like enhancer protein 3	1.10295e+07
Q04728	ARGJ_YEAST	ARG7	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	4.13656e+06
Q04739	GAL83_YEAST	GAL83	SNF1 protein kinase subunit beta-3	3.9991e+06
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	1.07954e+08
Q04767	TVP18_YEAST	TVP18	Golgi apparatus membrane protein TVP18	4.79539e+06
Q04773	YMW4_YEAST	YMR074C	Uncharacterized protein YMR074C	3.70078e+06
Q04781	LTN1_YEAST	RKR1	E3 ubiquitin-protein ligase listerin	722656
Q04792	DCE_YEAST	GAD1	Glutamate decarboxylase	2.40221e+07
Q04833	LRP_CAEEL	lrp-1	Low-density lipoprotein receptor-related protein	1.43592e+06
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	4.59202e+07
Q04864	REL_HUMAN	REL	Proto-oncogene c-Rel	1.07012e+06
Q04868	ELP6_YEAST	ELP6	Elongator complex protein 6	6.2316e+06
