Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
Q12230	LSP1_YEAST	LSP1	Sphingolipid long chain base-responsive protein LSP1	4.12962e+07
Q12233	ATPN_YEAST	ATP20	ATP synthase subunit g, mitochondrial	8.3802e+06
Q12250	RPN5_YEAST	RPN5	26S proteasome regulatory subunit RPN5	2.57748e+06
Q12265	KPR5_YEAST	PRS5	Ribose-phosphate pyrophosphokinase 5	2.33775e+06
Q12271	INP53_YEAST	INP53	Polyphosphatidylinositol phosphatase INP53	560311
Q12277	RRP42_YEAST	RRP42	Exosome complex component RRP42	306906
Q12285	MDY2_YEAST	MDY2	Ubiquitin-like protein MDY2	2.7111e+06
Q12287	COX17_YEAST	COX17	Cytochrome c oxidase copper chaperone	1.70888e+06
Q12305	RDL1_YEAST	RDL1	Thiosulfate:glutathione sulfurtransferase	1.99917e+07
Q12306	SMT3_YEAST	SMT3	Ubiquitin-like protein SMT3	1.44526e+07
Q12314	SFM1_YEAST	SFM1	Protein arginine N-methyltransferase SFM1	2.52613e+06
Q12329	HSP42_YEAST	HSP42	Heat shock protein 42	8.93436e+06
Q12331	YFAS1_YEAST	YDR262W	FAS1 domain-containing protein YDR262W	990973
Q12335	PST2_YEAST	PST2	Protoplast secreted protein 2	3.58144e+07
Q12349	ATP14_YEAST	ATP14	ATP synthase subunit H, mitochondrial	2.51058e+07
Q12355	PST1_YEAST	PST1	Cell wall mannoprotein PST1	5.01112e+06
Q12363	WTM1_YEAST	WTM1	Transcriptional modulator WTM1	1.87482e+07
Q12377	RPN6_YEAST	RPN6	26S proteasome regulatory subunit RPN6	4.90876e+06
Q12402	YOP1_YEAST	YOP1	Protein YOP1	1.90861e+07
Q12404	MPD1_YEAST	MPD1	Protein disulfide-isomerase MPD1	351215
Q12408	NPC2_YEAST	NPC2	Phosphatidylglycerol/phosphatidylinositol transfer protein	1.7378e+06
Q12427	STB3_YEAST	STB3	Protein STB3	324227
Q12434	GDIR_YEAST	RDI1	Rho GDP-dissociation inhibitor	2.36242e+06
Q12443	RTN2_YEAST	RTN2	Reticulon-like protein 2	4.42743e+07
Q12447	PAA1_YEAST	PAA1	Polyamine N-acetyltransferase 1	1.3451e+07
Q12449	AHA1_YEAST	AHA1	Hsp90 co-chaperone AHA1	8.2684e+06
Q12451	OSH2_YEAST	OSH2	Oxysterol-binding protein homolog 2	242524
Q12452	ERG27_YEAST	ERG27	3-keto-steroid reductase	3.56069e+06
Q12458	YPR1_YEAST	YPR1	Putative reductase 1	1.03663e+07
Q12460	NOP56_YEAST	NOP56	Nucleolar protein 56	1.55772e+07
Q12464	RUVB2_YEAST	RVB2	RuvB-like protein 2	2.46228e+06
Q12466	TCB1_YEAST	TCB1	Tricalbin-1	1.28226e+06
Q12480	ETFA_YEAST	AIM45	Probable electron transfer flavoprotein subunit alpha, mitochondrial	1.36764e+06
Q12486	YOR31_YEAST	YOR131C	Uncharacterized hydrolase YOR131C	1.28885e+06
Q12497	FMP16_YEAST	FMP16	Protein FMP16, mitochondrial	3.30153e+07
Q12499	NOP58_YEAST	NOP58	Nucleolar protein 58	7.75866e+06
Q12500	AVL9_YEAST	AVL9	Late secretory pathway protein AVL9	635792
Q12513	TMA17_YEAST	TMA17	Translation machinery-associated protein 17	2.10658e+07
Q12522	IF6_YEAST	TIF6	Eukaryotic translation initiation factor 6	6.48984e+06
Q12523	YP247_YEAST	YPL247C	WD repeat-containing protein YPL247C	1.98457e+06
Q12525	MHT1_YEAST	MHT1	Homocysteine S-methyltransferase 1	558937
Q12532	RQC2_YEAST	RQC2	Ribosome quality control complex subunit 2	680893
Q12690	RL13A_YEAST	RPL13A	60S ribosomal protein L13-A	901764
Q12692	H2AZ_YEAST	HTZ1	Histone H2A.Z	958796
Q12746	PGA3_YEAST	PGA3	Plasma membrane-associated coenzyme Q6 reductase PGA3	1.7093e+06
Q12754	RRP12_YEAST	RRP12	Ribosomal RNA-processing protein 12	176020
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	860359
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	2.44135e+06
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	7.09017e+07
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	9.39442e+06
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	3.20229e+06
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	9.86564e+06
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	1.5286e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	2.87467e+06
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	2.76851e+06
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	5.51204e+06
Q12830	BPTF_HUMAN	BPTF	Nucleosome-remodeling factor subunit BPTF	2.36664e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	7.55418e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	7.61221e+06
Q12857	NFIA_HUMAN	NFIA	Nuclear factor 1 A-type	2.58739e+06
Q12872	SFSWA_HUMAN	SFSWAP	Splicing factor, suppressor of white-apricot homolog	2.18975e+06
Q12873	CHD3_HUMAN	CHD3	Chromodomain-helicase-DNA-binding protein 3	2.54131e+06
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	2.4392e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	898316
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	5.18352e+06
Q12894	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	3.24179e+06
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	1.57321e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	1.93439e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	6.53686e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	6.02627e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	2.69017e+07
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	6.23983e+07
Q12933	TRAF2_HUMAN	TRAF2	TNF receptor-associated factor 2	723483
Q12948	FOXC1_HUMAN	FOXC1	Forkhead box protein C1	1.78057e+06
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	1.53383e+06
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	2.42377e+06
Q12962	TAF10_HUMAN	TAF10	Transcription initiation factor TFIID subunit 10	1.5829e+06
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	2.03877e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	3.66253e+06
Q12982	BNIP2_HUMAN	BNIP2	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	1.82169e+06
Q12983	BNIP3_HUMAN	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	1.69137e+06
Q12986	NFX1_HUMAN	NFX1	Transcriptional repressor NF-X1	764800
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	7.69462e+06
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	4.1435e+07
Q13033	STRN3_HUMAN	STRN3	Striatin-3	3.7373e+06
Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	2.61856e+06
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	1.88911e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	4.04964e+06
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	1.28055e+07
Q13084	RM28_HUMAN	MRPL28	39S ribosomal protein L28, mitochondrial	1.01037e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	9.4177e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	7.99689e+06
Q13111	CAF1A_HUMAN	CHAF1A	Chromatin assembly factor 1 subunit A	2.43038e+06
Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B	5.63556e+06
Q13123	RED_HUMAN	IK	Protein Red	6.34741e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	1.11338e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	4.34471e+06
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	1.64721e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	6.66437e+06
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	2.9512e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	6.28498e+07
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	2.80772e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	3.55413e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	5.38465e+07
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	9.75252e+06
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	8.40594e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	1.89325e+06
Q13190	STX5_HUMAN	STX5	Syntaxin-5	5.75608e+06
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2.40397e+07
Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	3.1839e+06
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	5.94758e+06
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	5.11054e+06
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	581116
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	2.15863e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.00163e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.29573e+08
Q13255	GRM1_HUMAN	GRM1	Metabotropic glutamate receptor 1	558974
Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	4.72281e+06
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	2.91068e+07
Q13277	STX3_HUMAN	STX3	Syntaxin-3	3.7767e+06
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	6.6732e+07
Q13286	CLN3_HUMAN	CLN3	Battenin	859399
Q13287	NMI_HUMAN	NMI	N-myc-interactor	1.39532e+06
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	1.28173e+06
Q13309	SKP2_HUMAN	SKP2	S-phase kinase-associated protein 2	2.73137e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	5.10631e+07
Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	2.36294e+06
Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	5.40828e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	4.75633e+07
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	2.83799e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	8.50595e+06
Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	660802
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	3.52285e+07
Q13405	RM49_HUMAN	MRPL49	39S ribosomal protein L49, mitochondrial	9.46609e+06
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	8.99767e+06
Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	5.96684e+06
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	2.76638e+06
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	1.64613e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	8.1912e+06
Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4	1.80538e+06
Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	8.68447e+06
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	2.34752e+07
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	4.01336e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	2.47481e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	2.63602e+07
Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	2.59919e+06
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	3.50831e+06
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	1.04529e+07
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	362033
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	1.82732e+06
Q13470	TNK1_HUMAN	TNK1	Non-receptor tyrosine-protein kinase TNK1	287254
Q13472	TOP3A_HUMAN	TOP3A	DNA topoisomerase 3-alpha	1.61794e+06
Q13485	SMAD4_HUMAN	SMAD4	Mothers against decapentaplegic homolog 4	2.16579e+06
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a3	1.01723e+06
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	1.51141e+07
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	6.21068e+06
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	6.54187e+06
Q13506;Q15742	NAB1_HUMAN;NAB2_HUMAN	NAB1;NAB2	NGFI-A-binding protein 1	2.86757e+06
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	3.68151e+06
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	4.79836e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.40242e+07
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	3.89422e+06
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	785149
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	9.75353e+06
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	2.11239e+06
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	273071
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	1.10555e+07
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	1.0735e+07
Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	4.35509e+06
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.04812e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	3.34923e+06
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	1.36718e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	1.71551e+07
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	8.96748e+06
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	7.79303e+06
Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	1.26931e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	7.95247e+06
Q13617	CUL2_HUMAN	CUL2	Cullin-2	2.32916e+06
Q13618	CUL3_HUMAN	CUL3	Cullin-3	3.03138e+06
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.94325e+07
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	8.79248e+06
Q13627	DYR1A_HUMAN	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	3.4426e+06
Q13630	FCL_HUMAN	TSTA3	GDP-L-fucose synthase	2.13378e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	7.1078e+06
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	987761
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	2.47207e+06
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	1.00195e+07
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	7.12797e+06
Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1	1.46695e+06
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	5.20815e+06
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	6.84609e+06
Q13733	AT1A4_HUMAN	ATP1A4	Sodium/potassium-transporting ATPase subunit alpha-4	1.19456e+07
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	4.82027e+06
Q13769	THOC5_HUMAN	THOC5	THO complex subunit 5 homolog	4.36568e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	2.50746e+07
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	5.2529e+06
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	63222.4
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1.0837e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	1.80569e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	8.19552e+06
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	3.90828e+06
Q13887	KLF5_HUMAN	KLF5	Krueppel-like factor 5	3.60208e+06
Q13888;Q6P1K8	T2H2L_HUMAN;TF2H2_HUMAN	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2	2.16298e+06
Q13889	TF2H3_HUMAN	GTF2H3	General transcription factor IIH subunit 3	604829
Q13895	BYST_HUMAN	BYSL	Bystin	6.97851e+06
Q13901	C1D_HUMAN	C1D	Nuclear nucleic acid-binding protein C1D	2.16881e+06
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	5.38551e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	9.87677e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	7.08252e+06
Q14004	CDK13_HUMAN	CDK13	Cyclin-dependent kinase 13	2.74079e+06
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	1.08782e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	1.26286e+07
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	3.76296e+07
Q14031	CO4A6_HUMAN	COL4A6	Collagen alpha-6(IV) chain	1.95349e+06
Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	6.98434e+06
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1.57342e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	6.60411e+06
Q14114	LRP8_HUMAN	LRP8	Low-density lipoprotein receptor-related protein 8	1.66687e+06
Q14116	IL18_HUMAN	IL18	Interleukin-18	2.54647e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan	6.41866e+06
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	5.71508e+06
Q14134	TRI29_HUMAN	TRIM29	Tripartite motif-containing protein 29	1.48978e+07
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1.00833e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	2.7751e+06
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	2.33208e+06
Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	2.58825e+06
Q14147	DHX34_HUMAN	DHX34	Probable ATP-dependent RNA helicase DHX34	1.13141e+06
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	1.05379e+06
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	2.12715e+07
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	3.23323e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	3.75124e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	1.32386e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	4.13878e+06
Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	625648
Q14165	MLEC_HUMAN	MLEC	Malectin	8.11392e+06
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	6.21576e+06
Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	6.39253e+06
Q14191	WRN_HUMAN	WRN	Werner syndrome ATP-dependent helicase	529457
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	4.57177e+06
Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	7.67275e+06
Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	2.07243e+06
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	7.8436e+06
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	3.22227e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	9.81539e+06
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	1.18767e+07
Q14241	ELOA1_HUMAN	ELOA	Elongin-A	3.56391e+06
Q14244	MAP7_HUMAN	MAP7	Ensconsin	1.72051e+07
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	3.64416e+07
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	9.32173e+06
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	4.97502e+06
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	1.58624e+07
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	5.87653e+06
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	1.23506e+07
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	6.2498e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	1.31296e+07
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	9.66882e+06
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	8.92402e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	2.48042e+07
Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	2.59156e+06
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2.93848e+07
Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	6.58386e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	2.97098e+06
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	4.00135e+06
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	1.87966e+06
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	3.40887e+07
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	2.15778e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	4.79116e+06
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	2.82345e+06
Q14651	PLSI_HUMAN	PLS1	Plastin-1	3.07301e+06
Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	5.8976e+06
Q14657	LAGE3_HUMAN	LAGE3	EKC/KEOPS complex subunit LAGE3	6.19477e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	4.27566e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	1.26793e+07
Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	2.60849e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	1.1235e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	1.83233e+07
Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	8.3941e+06
Q14687	GSE1_HUMAN	GSE1	Genetic suppressor element 1	1.78507e+06
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	7.77627e+06
Q14691	PSF1_HUMAN	GINS1	DNA replication complex GINS protein PSF1	2.15327e+06
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	6.32118e+06
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	1.26759e+07
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	1.46574e+07
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	8.72475e+07
Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	2.61419e+06
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	3.53299e+07
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	2.45325e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	896240
Q14764	MVP_HUMAN	MVP	Major vault protein	5.8797e+06
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	4.50488e+06
Q147X3	NAA30_HUMAN	NAA30	N-alpha-acetyltransferase 30	735198
Q14807	KIF22_HUMAN	KIF22	Kinesin-like protein KIF22	4.9518e+06
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	1.87876e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	1.81511e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	4.77904e+07
Q14865	ARI5B_HUMAN	ARID5B	AT-rich interactive domain-containing protein 5B	4.25709e+06
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	1.4877e+07
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	8.28882e+06
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	6.4986e+06
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	7.82167e+07
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	6.91041e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	2.28493e+07
Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	3.97313e+06
